name,label
贵阳民间草药,Literature
脾胃虚寒者慎用,Contraindication
疏肝理气、活血止痛、除烦利尿,Efficacy
常用抗癌药物手册,Literature
消癖汤,Literature
脾虚作泄泻者匆服,Contraindication
凉血化瘀,Efficacy
行气解郁,Efficacy
利胆退黄,Efficacy
女科方要,Literature
丹溪心法附余,Literature
阴虚失血及无气滞血瘀者忌服，孕妇慎服,Contraindication
活血生肌,Efficacy
止痛消肿,Efficacy
非洲东北部,Origin
索马里,Origin
埃塞俄比亚等地,Origin
李念先手集,Literature
外科发挥,Literature
孕妇、胃弱忌服,Contraindication
凉血止血、祛瘀消肿,Efficacy
江苏中医杂志,Literature
医学广笔记,Literature
脾胃虚寒者禁服,Contraindication
总微论,Literature
除风除湿,Efficacy
生药学,Literature
散结消瘀,Efficacy
清肺润肠,Efficacy
化瘀止痛,Efficacy
我国各地均有。,Origin
施今墨对药,Literature
脾胃虚寒，腹泻者忌服,Contraindication
清热祛湿,Efficacy
广西野生资源植物,Literature
虚寒无火、大便燥结者忌用,Contraindication
万县中草药,Literature
行血祛瘀,Efficacy
药鉴,Literature
新修本草,Literature
云南抗癌中草药,Literature
药义明辨,Literature
性走散动血，血虚无瘀者及孕妇慎用,Contraindication
"利尿消肿
根：散瘀消肿",Efficacy
"祛风活络
茎、叶：利尿消肿",Efficacy
要决医典,Literature
青藏高原药物图鉴,Literature
无瘀滞及孕妇勿服,Contraindication
降压镇痉,Efficacy
活血去瘀,Efficacy
解毒利湿,Efficacy
湖南和江西等地,Origin
植物学大辞典,Literature
药用植物学,Literature
有小毒，体虚及孕妇忌服,Contraindication
活血散瘀、理气止痛,Efficacy
"活血止痛药
【药用部位以块茎入药以个大、饱满、质坚、色黄、内色黄亮者为佳",Category
医宗必读,Literature
中草药、验方、制剂、栽培选编,Literature
山东中医杂志,Literature
血热气虚及孕妇忌服,Contraindication
接骨续筋.,Efficacy
陆氏积德堂方,Literature
《日华子本草,Literature
纲口,Literature
阴虚火旺，血虚无瘀者忌服,Contraindication
行气开郁,Efficacy
宋氏女科秘书,Literature
傅青主女科,Literature
傅青主男女科,Literature
补肾强骨,Efficacy
续伤止痛,Efficacy
阴虚内热及无瘀血者慎服不宜与风燥药同用，忌羊肉、羊血、芸薹菜,Contraindication
化瘀止血,Efficacy
消积解毒,Efficacy
西藏等,Origin
鸡峰昔济方,Literature
疑难急症简方,Literature
杏苑生春,Literature
经效方,Literature
眼科龙木论,Literature
赤水玄殊,Literature
理气通脉,Efficacy
化浊降脂,Efficacy
东北及内蒙古,Origin
脾胃虚弱及孕妇慎服,Contraindication
通经活络,Efficacy
本草用法研究,Literature
疮疡外用本草,Literature
常见病验方选编,Literature
脾胃虚寒者少用,Contraindication
孕妇忌服忌与酸味食物同服,Contraindication
疏风通络,Efficacy
西南及辽宁,Origin
温病条例,Literature
余居士选奇方,Literature
外科精要,Literature
脾胃虚寒，泄泻不止者禁服,Contraindication
祛风益气,Efficacy
收湿,Efficacy
淮河流域,Origin
以及福建,Origin
血虚、内热者慎服，多食发上焦热病,Contraindication
风火喉痛及中寒者忌用,Contraindication
清热利咽,Efficacy
生津解毒,Efficacy
王氏医案,Literature
味甘、性涩，表证初起者慎用,Contraindication
阴虚内热、脾虚、泄泻者禁服,Contraindication
内蒙,Origin
山西及河南,Origin
珍珠囊补遗药性赋,Literature
有小毒，脾虚便溏者禁服，孕妇及有肝病慎服,Contraindication
消肿利咽,Efficacy
实用抗癌手册,Literature
备急方,Literature
仁济直指方,Literature
外科集验方,Literature
有毒，脾胃虚寒泄泻者忌服,Contraindication
直指小儿方,Literature
中华临床医学研究杂志,Literature
中国民间疗法,Literature
脾胃虚寒者慎用，孕妇禁用,Contraindication
解毒止血,Efficacy
西北各地,Origin
外科良方,Literature
风寒劳咳失音者忌用,Contraindication
祛湿,Efficacy
中草药通讯,Literature
有一定毒性，内服不宜过量孕妇慎服,Contraindication
全国各地均有栽培,Origin
脾胃虚寒、非心胃热毒、虚作泻者忌服,Contraindication
安徽等地,Origin
全展选编·五官科,Literature
寒出血、脾胃虚寒者禁服,Contraindication
木棉花祛湿清热；阴虚津亏或虚寒体质的人不宜服用,Contraindication
凉散风热,Efficacy
外科十法,Literature
竹林女科,Literature
脾胃虚寒及疮疡属阴证者慎服,Contraindication
积善堂经验方,Literature
脾胃虚寒、疮疡阴证者慎服,Contraindication
清热解毒、清肝明目,Efficacy
南至华南,Origin
有实热、虚证禁服恶防己、地黄,Contraindication
青海常用中草药手册,Literature
医宗金鉴-外科心法要诀,Literature
体质虚寒者忌服阴疽漫肿无头及脾胃虚寒者慎服,Contraindication
蛇莓果实有微毒，最好不要生吃孕妇及儿童慎服,Contraindication
宁夏等,Origin
体虚者忌用，孕妇慎用,Contraindication
清热解毒、利水消肿,Efficacy
体虚者忌之，孕妇慎用,Contraindication
利咽祛湿,Efficacy
王秋泉家秘,Literature
采药志,Literature
物理小识,Literature
全国中草药新疗法展览会资料选编,Literature
救生苦海,Literature
体质虚弱者、孕妇慎服,Contraindication
利湿通乳,Efficacy
刘长春经验方,Literature
消肿明目,Efficacy
吉林西部,Origin
内蒙古东部,Origin
山西和河南北部,Origin
山海草函,Literature
利湿消肿、止血,Efficacy
济生秘览,Literature
河北药材,Literature
清热解毒、利尿消肿,Efficacy
云南及四川,Origin
虚证水肿禁服,Contraindication
浙南本草选编,Literature
广西药植图志,Literature
血虚者、孕妇慎服,Contraindication
攻毒疗疮,Efficacy
昔济方,Literature
孕妇及体虚者忌服忌猪肉,Contraindication
清热利尿、消肿解毒、治黄疸,Efficacy
贵阳民间药萆,Literature
脾胃虚寒、孕妇慎服,Contraindication
中寒泄泻者勿服,Contraindication
止血消肿,Efficacy
民间草药,Literature
成都中草药,Literature
孕妇慎用阳虚有寒、脾胃虚寒等少用,Contraindication
浙扛天目山药植志,Literature
消暑利水,Efficacy
寿世青编,Literature
遵生八笺,Literature
脾胃虚寒滑泄者慎服,Contraindication
化痰利咽,Efficacy
中草药图普,Literature
孕妇禁用，凡脾虚泄泻及痰湿忌用,Contraindication
福建民间草药志,Literature
孕妇、体弱者忌服,Contraindication
截疟止痢、腐蚀赘疣,Efficacy
吉云旅钞,Literature
新中医药,Literature
河北中医药集锦,Literature
孕妇及小儿慎用胃肠出血及肝肾病患者忌用,Contraindication
清热祛痰,Efficacy
消积杀虫,Efficacy
"利咽止泻
果：清热除痰",Efficacy
"利咽止泻
根：清热解毒",Efficacy
化痰散瘀,Efficacy
解毒消瘿,Efficacy
陕西及我国华东,Origin
华南和西南地区,Origin
脾胃虚弱、肝肾功能不全者慎服,Contraindication
消肿散结,Efficacy
医宗汇编,Literature
安徽中医药,Literature
脾虚便溏和小便清利者忌用,Contraindication
消痈下乳,Efficacy
舒筋通脉,Efficacy
中医秘验方,Literature
日华,Literature
本经续疏,Literature
气虚、疮疡平塌不起及孕妇忌服,Contraindication
清清热解毒,Efficacy
排脓止血,Efficacy
陜西,Origin
集验背疽方,Literature
清热解毒、润燥化痰,Efficacy
浙江医学,Literature
理湿镇惊,Efficacy
消肿止血,Efficacy
贵州省中草药资料,Literature
中草药,Literature
西宁中草药,Literature
无实火热毒者不宜阴证外疡忌服,Contraindication
利咽止痛,Efficacy
柑园小识,Literature
全展选编?肿瘤,Literature
全展选编?内科,Literature
新医药资料,Literature
广西中草药新医疗法处方集,Literature
全展选编?外科,Literature
脾胃虚弱者慎服,Contraindication
排脓祛瘀,Efficacy
孕妇禁用，服后应避免日晒，以防光敏反应,Contraindication
散瘀止痛、祛风除湿,Efficacy
湖北至海南各地,Origin
西藏东南部至台湾,Origin
中草药抗菌消炎经验交流会资料选编,Literature
虚弱者慎用,Contraindication
散结逐瘀,Efficacy
利水杀虫,Efficacy
有毒，用时严遵医嘱；孕妇及体质虚寒禁服,Contraindication
解毒退热,Efficacy
生品大毒禁内服；外用宜慎，因本吕外敷有致泡作用,Contraindication
清热凉血、利尿解毒,Efficacy
清热解毒、消肿散瘀、止痛利水,Efficacy
云南恩茅中草药选,Literature
清热解毒、利水除湿、消食杀虫,Efficacy
全展选编?妇产科,Literature
广东省医药卫生科技资料选编,Literature
身体虚寒以及体内虚火旺盛慎用,Contraindication
健脾消积,Efficacy
镇静止痛,Efficacy
阳虚者慎服,Contraindication
利咽喉,Efficacy
消痰涎,Efficacy
无实热、脾虚便溏及孕妇忌服久服令人虚.,Contraindication
全展选编•外科,Literature
脾胃虚寒、痈疽已溃、无实火者忌服孕妇、儿童慎用,Contraindication
凉肝定惊,Efficacy
农村常用草药手册,Literature
中国药植志,Literature
虚寒证、阴性疮疡及孕妇禁服,Contraindication
西藏东南等地,Origin
全国中草药汇编.上册,Literature
肿瘤要略,Literature
虚寒证、元气虚、阴性疮疡、孕妇禁服,Contraindication
清热解毒、凉血止血、杀虫,Efficacy
常用中草药单方验方选编,Literature
多能鄙事,Literature
奉经续疏,Literature
阴虚内热、脾胃虚寒者慎用；孕妇慎用,Contraindication
辽宁西部,Origin
安徽西部,Origin
陕西及宁夏,Origin
玉樵医令,Literature
脾胃虚弱，气虚发热，痈疽已溃、脓稀色淡者忌服,Contraindication
健胃清肠,Efficacy
消肿解毒果：润肺止咳,Efficacy
清热润肠叶：肠炎,Efficacy
腹泻,Efficacy
外用治痈肿,Efficacy
消痈排脓,Efficacy
硕虎斋医话,Literature
排脓消痈,Efficacy
陕西草药,Literature
福津药物志,Literature
虚寒症及阴性外疡忌服《别录》：多食令人气喘孟诜：久食之，发虚弱，损阳气，消精髓,Contraindication
凉血平肝,Efficacy
华南及西南地区,Origin
北方常用中草药手册,Literature
陕西南部,Origin
山西南部,Origin
江苏西南部,Origin
安徽南部,Origin
浙江西北部,Origin
湖北西部,Origin
广东北部,Origin
四川及西藏东部,Origin
中药与处方手册,Literature
临床常用中药手,Literature
正虚体弱者慎服,Contraindication
中医大宝库了月献方,Literature
中医大宝库静月山人,Literature
叶：滋阴清热根、茎：清热解毒,Efficacy
四川等省,Origin
肺虚咳嗽、大便溏泄者忌服,Contraindication
清热补虚,Efficacy
泻火退热,Efficacy
清热解毒、活血祛瘀,Efficacy
有毒（一说无毒）,Contraindication
西南及河北,Origin
阴脏人畏寒易泄者勿服杜仲、牡丹为之使恶铁落，畏菖蒲、贝母,Contraindication
散寒,Efficacy
颐真堂经验方,Literature
本耳图经,Literature
"热证及阴虚内热者忌服《雷公炮炙论》：""不可见火畏郁金""",Contraindication
清肺热,Efficacy
去肝火,Efficacy
实用中草药,Literature
长期服用有可能伤人正气,Contraindication
发汗解表、祛风利湿、散瘀止痛,Efficacy
广东等省区,Origin
孕妇禁服,Contraindication
补中润燥,Efficacy
止痛解毒,Efficacy
补虚药,Category
痰湿内蕴、中满痞胀及肠滑泄泻者忌服,Contraindication
清热燥湿、泻火解毒,Efficacy
清热燥湿药,Category
滋阴补肾,Efficacy
强筋健骨,Efficacy
增强免疫,Efficacy
主要生长在云南地区,Origin
孕妇、生理期、心脑血管疾病不宜使用,Contraindication
云南经济植物,Literature
永和本,Literature
红河中草药,Literature
贵州药植目录,Literature
健脾,Efficacy
软坚消症,Efficacy
拔毒去腐,Efficacy
华南及台湾,Origin
暂不全，慎重用药,Contraindication
凡内伤劳倦，阳气下陷，肾虚精滑及内无湿热者，慎服,Contraindication
理气祛风药,Category
天目山药植志,Literature
中国苗族药物彩色图集,Literature
贵州苗族医药研究与开发,Literature
中草药资料,Literature
贵州中药资源,Literature
暂未知，请谨慎,Contraindication
祛风利水止血药,Category
补血止血,Efficacy
祛风清热药,Category
常用青草药手册,Literature
新会草药,Literature
孕妇慎服不宜与麦冬、硫磺、雄黄同用,Contraindication
清热止血药,Category
葛祖遗方,Literature
采药书,Literature
慈航活人书,Literature
医方集听,Literature
药物图考,Literature
血虚者慎用,Contraindication
香港,Origin
济阴方,Literature
广志,Literature
气弱体虚及孕妇均忌服,Contraindication
清毒散火,Efficacy
止血药,Category
江切要,Literature
"""阴虚火燥，咳嗽肺损者勿用",Contraindication
破结行水、解毒消肿,Efficacy
利水渗湿药,Category
"①《纲目》：""娠妇忌用""②《本草经集注》：""恶硫黄、斑苗(蝥)、无夷""",Contraindication
补血养阴,Efficacy
润肺化痰,Efficacy
补虚补阴药,Category
中南及西南各地区,Origin
苗族医药学,Literature
草药彩色图集,Literature
不明，请谨慎用药,Contraindication
祛风除湿、化瘀止痛、消肿毒,Efficacy
越南和日本等地,Origin
杏林医学,Literature
固肾涩精,Efficacy
止血生津,Efficacy
止血收涩药,Category
幼幼集成,Literature
小便不利者忌服，不宜与地黄、葱、蒜共服,Contraindication
中医大宝库收集民间验方,Literature
孕妇不宜服,Contraindication
南北各地,Origin
虚寒久痢禁服,Contraindication
舒筋活络,Efficacy
华东及内蒙古,Origin
青海等地,Origin
内蒙古中草药新医疗法资料选编,Literature
除湿止带,Efficacy
大小便不利者禁服；食滞不化者慎服,Contraindication
定痛止血,Efficacy
孕妇忌服饭前服用，用药期间忌食酸、碱性食物,Contraindication
补虚药补气药,Category
究原方,Literature
传家秘宝,Literature
静月山人,Literature
石室秘录,Literature
表实邪盛，气滞湿阻，食积停滞，痈疽初起或溃后热毒尚盛等实证，以及阴虚阳亢者，均须禁服,Contraindication
散瘀解毒,Efficacy
泻下药,Category
汪连仕采药书,Literature
李氏草秘,Literature
孕妇及体虚者忌服,Contraindication
补脾益肺,Efficacy
安神益智用于体虚欲脱,Efficacy
肢冷脉微,Efficacy
脾虚食少,Efficacy
肺虚喘咳,Efficacy
津伤口渴,Efficacy
内热消渴,Efficacy
久病虚赢,Efficacy
惊悸失眠,Efficacy
阳痿宫冷,Efficacy
心力衰竭,Efficacy
生津,Efficacy
久病虚羸,Efficacy
"心原性休克
叶:补气益肺",Efficacy
祛暑生津用于气虚咳嗽,Efficacy
暑热烦躁,Efficacy
头目不清,Efficacy
四肢倦乏,Efficacy
丹漠纂要,Literature
时方妙用,Literature
经验秘方,Literature
实热证、湿热证及正气不虚者禁服不宜与茶同服不宜与藜芦、五灵脂同用,Contraindication
补精益气,Efficacy
补虚药补阳药,Category
华东及陕西,Origin
吉林省中药材标准第一册（2019年版）,Literature
本草抬遗,Literature
老弱气虚者慎服，孕妇禁服,Contraindication
栽疟,Efficacy
丽江中草药,Literature
曲靖专区中草药,Literature
内服不宜过量服后不宜吃芋头,Contraindication
清热解毒、利尿消肿、祛风止痛,Efficacy
清热祛风药,Category
过量服用可致呕吐,Contraindication
清热解毒、消肿止痛,Efficacy
全国大部分地区,Origin
针灸资生经,Literature
苣荬菜：清热解毒,Efficacy
补虚止咳大叶苣荬菜：清热解毒,Efficacy
常见混淆中草药的识别,Literature
湿邪内阻及疮疥、败疽、痔漏者慎服,Contraindication
解毒消肿、凉血止血,Efficacy
暂无,Contraindication
消肿散瘀,Efficacy
新华本草纲要,Literature
镇咳,Efficacy
一草亭目科,Literature
幼科准绳,Literature
散血消积,Efficacy
肝经血分药,Category
目疾无瘀滞者及孕妇慎服恶白蔹、白薇,Contraindication
缓中,Efficacy
补虚,Efficacy
千金·食治,Literature
湿热内郁，中满吐逆、糖尿病患者忌服,Contraindication
瘟病条辨,Literature
利尿消肿、止痛,Efficacy
燥湿化痰、祛风止痉、散结消肿,Efficacy
甘肃及长江以南各地,Origin
有毒，尚不明确孕期、哺乳期慎用,Contraindication
除热,Efficacy
消肿狗尾草子：解毒,Efficacy
截疟主缠腰火丹,Efficacy
泄泻,Efficacy
疟疾,Efficacy
清热渗湿,Category
植物名汇,Literature
诗经,Literature
周益生家宝方,Literature
孕妇、脾胃虚寒者慎用,Contraindication
安神益智,Efficacy
"畏五灵脂,反藜芦.禁与萝卜同食实证，热证而正气不虚者忌服",Contraindication
泻肺平喘、行气消肿,Efficacy
箧中方,Literature
金匮要赂,Literature
葶苈子遇水发粘，不宜用水淘洗肺虚咳喘，脾虚肿满，肾虚水肿者慎服，不宜久服,Contraindication
湖南茹物志,Literature
衡山民间草药,Literature
中医药研究资料汇编,Literature
清热、解毒、利湿、止血,Efficacy
峨帽药植,Literature
脾胃虚弱者慎用久服易伤脾胃,Contraindication
镇静,Efficacy
安神药,Category
《本草拾遗》“秃人毛发，沐汤中不少许，发尽脱，亦不更生”也就是脱发人群不适宜,Contraindication
常用食物中药,Literature
化痰止嗽,Efficacy
疮疡科经验全书,Literature
散瘀血,Efficacy
消肿毒,Efficacy
战备草药手册,Literature
祛痰、止咳平喘药,Category
除热解毒,Efficacy
基诺药,Literature
苗医药,Literature
除湿,Efficacy
脾胃虚寒及妇慎服,Contraindication
中国西南及,Origin
滇南本莩,Literature
"《闽东本草》：""孕妇忌用""",Contraindication
消暑,Efficacy
化湿,Efficacy
化湿止血药,Category
消食杀虫,Efficacy
通便利水,Efficacy
静月山人经验集,Literature
脾虚便溏及孕妇禁服,Contraindication
和血脉,Efficacy
清热凉血消肿药,Category
皮肤瘙痒、眼疾者,Contraindication
败毒消痈,Efficacy
祛风杀虫,Efficacy
活血化瘀止痛药,Category
简易草药,Literature
开窍通闭,Efficacy
杀虫散结,Efficacy
止咳、祛痰、祛湿药,Category
华南以及四川,Origin
蔺氏经验方,Literature
政类本草,Literature
医鉴初集,Literature
皂荚有毒，体虚及孕妇、咯血者禁服,Contraindication
润燥通便,Efficacy
祛风消肿,Efficacy
气虚阴亏、孕妇及体弱者禁服儿童忌用,Contraindication
消积、明目,Efficacy
消食药,Category
全国,Origin
黑龙江中药,Literature
肾虚有火及孕妇忌服《本草经疏》：目痛非风热外邪者不宜用，女子带下，溺不利属肾虚有火者并忌之,Contraindication
解毒消积,Efficacy
清热拔毒生肌药,Category
上海市中药饮片炮制规范2008年版,Literature
化石通淋,Efficacy
清热祛风活血药,Category
浙四川民间,Literature
质问本草,Literature
广西药植志,Literature
履巉岩本草,Literature
矿西中草药,Literature
履岩本草,Literature
虚寒证忌服,Contraindication
败毒抗癌、清热除湿、凉血止血,Efficacy
无毒阴虚火热不宜,Contraindication
收涩止痢,Efficacy
止带,Efficacy
清热收涩药,Category
全展选编·皮肤病,Literature
淮南万毕术,Literature
儿科撮要,Literature
全展选编?皮肤病,Literature
脾胃虚寒者忌服《本经逢原》：胃虚少食者禁用,Contraindication
纳气坠痰,Efficacy
止血敛疮,Efficacy
积德堂经验方,Literature
阴虚火炎者，慎勿误与恶徐长卿忌羊血泽泻为之使畏跄甲及流水,Contraindication
止泻涩精,Efficacy
破积,Efficacy
和胃,Efficacy
解毒药,Category
有毒，内服宜慎,Contraindication
利水药,Category
燥湿止痒,Efficacy
驱虫药,Category
孙真人集效方,Literature
频湖集简方,Literature
秘传经验方,Literature
内服有毒慎重，脏腑虚寒者及孕妇忌服恶雌黄,Contraindication
串雅内编,Literature
山东省中药材标准2012年版,Literature
辽宁省中药材标准2009版,Literature
孕妇慎用；禁与柿（柿蒂）及荆芥配伍服蟹肉过敏者忌用,Contraindication
便民图纂,Literature
发表,Efficacy
通阳,Efficacy
表虚多汗者忌服《纲目》：“服地黄、常山入，忌食葱,Contraindication
祛风通窃、解毒消肿,Efficacy
四声本草,Literature
原机启微,Literature
气虚胃弱者忌用，胃溃疡及胃炎患者慎用,Contraindication
散风,Efficacy
辛温解表驱虫药,Category
中药制剂汇编,Literature
①血虚之头痛、痹痛忌服②《唐本草》：忌猪肉、马肉、米泔③《本草从新》：散气耗血，虚人勿服,Contraindication
古今医准,Literature
缪氏方选,Literature
健胃、发表透疹、升散阴气,Efficacy
湖南药物态,Literature
千金。食治,Literature
火热者禁服,Contraindication
疏风解表,Efficacy
利尿解毒,Efficacy
解表,Category
药材生产手册,Literature
通志,Literature
东医宝鉴,Literature
新疆药材,Literature
毛诗传,Literature
中国树木分类学,Literature
急救方,Literature
诗疏,Literature
三辅旧事,Literature
古今注,Literature
尔稚,Literature
温肺化饮,Efficacy
通窍,Efficacy
本草经解,Literature
"辛温解表药
羌活的简介：",Category
婴重百间,Literature
医得效方,Literature
内外伤辨,Literature
单方验方新医疗法,Literature
保命集,Literature
体虚风动发痉者慎服，肝阳上亢头痛眩晕者禁服,Contraindication
表虚自汗、阴虚火旺者禁服,Contraindication
内服宜凉饮①《本草从新》：无表邪者戒之②《得配本草》：火盛气虚，阴虚有热者禁用,Contraindication
发汗散寒,Efficacy
宣肺平喘,Efficacy
王化医存,Literature
本草思辨录,Literature
出血、体虚自汗、咽喉干燥、失眠、高血压、心律失常等患者，不宜用麻黄,Contraindication
解表药,Category
桂枝辛温助热，易动阴动血，凡外感热病、阴虚火旺、血热妄行等症，均当忌用孕妇及月经量过多者慎用,Contraindication
理气通络,Efficacy
止痛用于风湿关节痛,Efficacy
跌打损伤,Efficacy
牙痛,Efficacy
胃痛花（山姜花）,Efficacy
调中下气,Efficacy
温祛寒燥湿,Efficacy
温胃止呕用于胃寒腹泻,Efficacy
反胃吐酸,Efficacy
食欲不振,Efficacy
土家药,Literature
湘蓝考,Literature
桂药编,Literature
理气宽中、止痛、安胎属理气药,Efficacy
尚不明确，谨慎用药,Contraindication
解表退热,Efficacy
升举阳气主外感发热,Efficacy
寒热往来,Efficacy
肝郁胁痛乳胀,Efficacy
头痛头眩,Efficacy
月经不调,Efficacy
气虚下陷之脱肛,Efficacy
子宫脱垂,Efficacy
胃下垂,Efficacy
德傣药,Literature
畲医药,Literature
蒙植药志,Literature
蒙药,Literature
和解表里,Efficacy
升阳举陷,Efficacy
退热截,Efficacy
感冒发热,Efficacy
胸胁胀痛,Efficacy
脱肛,Efficacy
辛凉解表药,Category
孙尚药方,Literature
本草方,Literature
散风清热、平肝明目疏风,Efficacy
解毒治头痛,Efficacy
眩晕,Efficacy
目赤,Efficacy
心胸烦热,Efficacy
疔疮,Efficacy
辛凉解表清热药,Category
冯氏锦囊,Literature
气虚胃寒，食少泄泻之病，宜少用之凡阳虚或头痛而恶寒者均忌用,Contraindication
发表散风、透疹,Efficacy
苇航纪谈,Literature
本草经巯,Literature
清利头目,Efficacy
利咽透疹,Efficacy
请勿在晚上入睡前使用,Efficacy
中华人民共和国药典,Literature
阴虚血燥，肝阳偏亢，表虚汗多者忌服本品芳香辛散，发汗耗气，故体虚多汗者不宜使用,Contraindication
头晕,Efficacy
咽喉热肿,Efficacy
齿痛,Efficacy
消渴,Efficacy
痈疽疮疥,Efficacy
温中散寒,Efficacy
开胃消食用于寒滞腹痛,Efficacy
呕吐,Efficacy
泻痢,Efficacy
冻疮,Efficacy
各地广泛有栽培。,Origin
单方验方选编,Literature
阴虚火旺及患咳嗽、目疾者忌服,Contraindication
回阳救逆,Efficacy
补火助阳,Efficacy
常配伍人参,Efficacy
其性走而不守,Efficacy
能通行十二经,Efficacy
故凡阳气不足之证均可用之,Efficacy
祛寒力强,Efficacy
金疮,Efficacy
破癥坚积聚,Efficacy
血瘕,Efficacy
寒湿踒躄,Efficacy
拘挛膝痛,Efficacy
腰脊风寒,Efficacy
心腹冷痛,Efficacy
霍乱转筋,Efficacy
下痢赤白,Efficacy
坚肌骨,Efficacy
强阴,Efficacy
又堕眙,Efficacy
纳耳中,Efficacy
去聋去皮炮令坼,Efficacy
以蜜涂上炙之,Efficacy
令蜜入内,Efficacy
含之,Efficacy
勿咽其汁,Efficacy
去脏腑沉寒,Efficacy
补助阳气不足,Efficacy
"温热脾胃
⑤李杲：除脏腑沉寒",Efficacy
三阴厥逆,Efficacy
湿淫腹痛,Efficacy
胃寒蛔动,Efficacy
治经闭,Efficacy
阴毒寒疝,Efficacy
中寒中风,Efficacy
痰厥气厥,Efficacy
柔痓癫痫,Efficacy
小儿慢惊,Efficacy
风湿麻痹,Efficacy
肿满脚气,Efficacy
头风,Efficacy
肾厥头痛,Efficacy
暴泻脱阳,Efficacy
久痢脾泄,Efficacy
寒疟瘴气,Efficacy
久病呕哕,Efficacy
反胃噎膈,Efficacy
痈疽不敛,Efficacy
久漏冷疮合葱涕,Efficacy
及阴毒伤寒,Efficacy
阴阳易病,Efficacy
辽宁等省区,Origin
痘疹传心录,Literature
回阳通脉,Efficacy
温肺化饮主脘腹冷痛,Efficacy
亡阳厥逆,Efficacy
寒饮喘咳,Efficacy
寒湿痹痛干姜温中散寒,Efficacy
燥湿消痰用于脘腹冷痛,Efficacy
呕吐泄泻,Efficacy
出汗,Efficacy
逐风湿痹,Efficacy
中恶、霍乱、胀满,Efficacy
风邪诸毒,Efficacy
皮肤间结气,Efficacy
冷气,Efficacy
破血,Efficacy
去风,Efficacy
通四肢关节,Efficacy
开五脏六腑,Efficacy
去风毒冷痹,Efficacy
夜多小便治嗽,Efficacy
主温中,Efficacy
霍乱不止,Efficacy
腹痛,Efficacy
消胀满冷痢,Efficacy
治血闭病人虚而冷,Efficacy
"宜加用之
④《唐本草》：治风",Efficacy
宣诸络脉,Efficacy
治转筋吐泻,Efficacy
腹藏冷,Efficacy
反胃干呕,Efficacy
瘀血,Efficacy
扑损,Efficacy
止鼻洪,Efficacy
解冷热毒,Efficacy
开胃,Efficacy
通心气,Efficacy
发诸经之寒气,Efficacy
温脾胃,Efficacy
治里寒水泄,Efficacy
下痢肠澼,Efficacy
久疟,Efficacy
霍乱,Efficacy
心腹冷痛胀满,Efficacy
止鼻衄,Efficacy
唾血,Efficacy
血痢,Efficacy
"崩漏
⑨《药品化义》：炮姜",Efficacy
行郁降浊,Efficacy
下冲逆,Efficacy
平咳嗽,Efficacy
提脱陷,Efficacy
止滑泄,Efficacy
观聚方要补,Literature
政和本草,Literature
阴虚内热、血热妄行者禁服,Contraindication
散寒解表,Efficacy
解鱼蟹毒,Efficacy
伤寒六书,Literature
理气止痛主脘腹冷痛,Efficacy
噫气治脾胃中寒,Efficacy
脘腹冷痛,Efficacy
噎脯反胃,Efficacy
食滞,Efficacy
瘴疟,Efficacy
胃气逆、呕吐治风,Efficacy
破气,Efficacy
腹冷气痛,Efficacy
去风冷痹弱,Efficacy
疗下气冷逆冲心,Efficacy
"吐泻
③《本草拾遗》：下气",Efficacy
益声煮作饮服之,Efficacy
反胃呕食,Efficacy
口吐清水者,Efficacy
取根如骰子块,Efficacy
含之咽津,Efficacy
逡巡即瘥,Efficacy
若(口中)臭亦含咽,Efficacy
更加草豆蔻同为末,Efficacy
"肚腹疼痛
⑧《纲目》：健脾胃",Efficacy
宽噎膈,Efficacy
破冷癣,Efficacy
益脾胃,Efficacy
目卒赤,Efficacy
头痛,Efficacy
十全方,Literature
阴虚有热者禁服,Contraindication
引火归源,Efficacy
活血通经暖脾胃,Efficacy
除积冷,Efficacy
通血脉治命门火衰,Efficacy
亡阳虚脱,Efficacy
腹痛泄泻,Efficacy
寒疝奔豚,Efficacy
腰膝冷痛,Efficacy
经闭症瘕,Efficacy
阴疽,Efficacy
流注,Efficacy
及虚阳浮越,Efficacy
上热下寒,Efficacy
疏肝下气,Efficacy
温中燥湿主脘腹冷痛,Efficacy
厥阴头痛,Efficacy
疝痛,Efficacy
脚气肿痛,Efficacy
呕吐吞酸,Efficacy
寒湿泄泻用于厥阴头痛,Efficacy
寒疝腹痛,Efficacy
寒湿脚气,Efficacy
经行腹痛,Efficacy
脘腹胀痛,Efficacy
五更泄泻,Efficacy
外治口疮,Efficacy
咳逆寒热,Efficacy
除湿血痹,Efficacy
逐风邪,Efficacy
"开腠理
②《别录》：主痰冷",Efficacy
腹内绞痛,Efficacy
诸冷实不消,Efficacy
中恶,Efficacy
心腹痛,Efficacy
逆气,Efficacy
积冷,Efficacy
心下结气,Efficacy
疰心痛,Efficacy
治霍乱转筋,Efficacy
胃中冷气,Efficacy
吐泻腹痛不可胜忍者,Efficacy
疗遍身顽痹,Efficacy
冷食不消,Efficacy
肾气,Efficacy
脚气,Efficacy
水肿,Efficacy
咽膈不通,Efficacy
蹶阴痰涎头痛,Efficacy
阴毒腹痛,Efficacy
疝气,Efficacy
喉舌口疮,Efficacy
干金翼方,Literature
全展选编·皮肤科,Literature
