disease_id,symptom_name
维生素A中毒症,腹痛
维生素A中毒症,皮肤搔痒
腕关节结核,骨质疏松
腕关节结核,骨痛
膝关节脱位,膝盖砸伤肿痛
膝关节脱位,膝关节内侧肿胀
胸椎病,腰背痛
胸椎病,胸痛
小腿动脉损伤,腓肠肌痉挛性疼痛
小腿动脉损伤,创伤
膝关节侧副韧带损伤,膝关节疼痛
膝关节侧副韧带损伤,膝关节肿胀积血
膝关节内侧副...,膝关节疼痛
膝关节内侧副...,膝关节肿大
胸椎间盘突出症,背痛
胸椎间盘突出症,脊髓受压
膝关节损伤,膝关节肿大
膝关节损伤,膝关节疼痛
膝外翻,X型腿
膝外翻,膝关节疼痛
膝内翻,膝内翻
膝内翻,肢体内翻
先天性尺桡骨性连接,钙化
先天性尺桡骨性连接,肩部运动受限
腰椎骨折,胸段或腰段脊髓伤
腰椎骨折,胸腰椎压缩性骨折
乙型肝炎病毒...,大三阳
乙型肝炎病毒...,单项ALT升高
腰椎滑脱,慢性腰痛伴下肢麻痛
腰椎滑脱,下肢感应痛或放
腰椎椎管狭窄症,无力
腰椎椎管狭窄症,腰骶疼痛
腰椎结核,腰痛
腰椎结核,持续性疼痛
硬化性骨髓炎,眉弓凹陷
硬化性骨髓炎,骨质破坏
腰椎退变性小...,剧烈运动后腰痛
腰椎退变性小...,下肢放射痛
腰椎间盘突出,步态不稳
腰椎间盘突出,腰痛
腰部峡部崩裂...,扭伤
腰部峡部崩裂...,腰软不能直起
移行脊椎,强迫俯卧位
移行脊椎,躯干畸形弯曲
腰部慢性劳损,剧烈运动后腰痛
腰部慢性劳损,弯腰时腰痛
足部骨折,足痛
足部骨折,马蹄外翻足
椎动脉型颈椎病,眩晕
椎动脉型颈椎病,前斜角肌肥厚痉挛
足外翻,肌肉跳动
足外翻,脚后跟长骨刺
灼性神经痛,面下部头痛
灼性神经痛,神经痛
增生性骨关节病,关节强硬
增生性骨关节病,额横纹增深
椎体骨软骨病,胸椎疼痛
椎体骨软骨病,胸椎畸形
肘外翻,无力
肘外翻,肌性肌无力
掌侧化脓性腱...,淋巴结肿大
掌侧化脓性腱...,恶寒
脂肪栓塞综合征,乏力
脂肪栓塞综合征,高热
坐骨神经盆腔...,坐骨大小孔区出现压痛
坐骨神经盆腔...,下肢放射痛
周围性软骨肉瘤,骨骼肿块
周围性软骨肉瘤,结节
排卵期出血,双相型体温
排卵期出血,阴道出血
妇科炎症,白带增多
妇科炎症,阴道口局部红肿热痛
妇科病,白带异常
妇科病,月经不调
宫颈湿疣,湿疣
宫颈湿疣,白带增多
宫颈癌前病变,白带增多
宫颈癌前病变,宫颈糜烂
子宫内膜厚,子宫出血
子宫内膜厚,痛经
盆腔疾病,白带异常
盆腔疾病,下腹疼痛
子宫囊肿,下腹部包块
子宫囊肿,尿频
绝经后子宫颈癌,白带增多
绝经后子宫颈癌,阴道出血
外阴疖病,会阴溃疡
外阴疖病,疖肿
原发性痛经,痛经
原发性痛经,腹痛
绝经,停经
绝经,阴道不规则出血
阿米巴性宫颈炎,外阴烧灼刺激感
阿米巴性宫颈炎,阴道分泌物增多
阿米巴性阴道炎,阴道分泌物增多
阿米巴性阴道炎,会阴痒
崩漏,阴道出血
崩漏,子宫出血
闭经性头痛,头跳痛
闭经性头痛,额部疼痛
避孕后闭经综合征,白带增多
避孕后闭经综合征,乳腺胀痛
闭经,运动性闭经
闭经,垂体性闭经
白带异常,白带增多
白带异常,脓血性白带
产后劳伤,腰酸背痛
产后劳伤,产育过多后腰痛
产后三冲,胀痛
产后三冲,恶露
产后伤食,消化不良
产后伤食,纳差
产后目病,产后口渴
产后目病,头晕
处女膜闭锁,处女膜无孔
处女膜闭锁,紧张
产后喘促,喘息
产后喘促,气短
初潮痛经,腹痛
初潮痛经,原发性痛经
出血性输卵管炎,经期出血
出血性输卵管炎,异位妊娠
持续性输卵管妊娠,盆腔包块
持续性输卵管妊娠,腹痛
产后虚羸,气血虚弱
产后虚羸,嗳气
单纯性外阴炎,腹股沟淋巴结肿大
单纯性外阴炎,瘙痒
多囊卵巢综合征,月经推迟
多囊卵巢综合征,滤泡增大
滴虫性外阴炎,白带异常
滴虫性外阴炎,尿痛
滴虫性阴道炎,下体异味
滴虫性阴道炎,白带增多
多毛状小阴唇,白带增多
多毛状小阴唇,丘疹
单纯性外阴阴...,外阴瘙痒
单纯性外阴阴...,鳞屑
单纯性乳腺增生症,乳痛症
单纯性乳腺增生症,结节
恶性葡萄胎,休克
恶性葡萄胎,腹痛
非特异性外阴炎,剧烈疼痛
非特异性外阴炎,排尿疼痛
非器质性冷阴,心理性性功能障碍
妇科综合,脓血性白带
妇科综合,下腹痛
附件炎,卵巢积液
附件炎,高热
复发性卵巢恶性肿瘤,便血
复发性卵巢恶性肿瘤,消瘦
复发性外阴阴...,外阴白斑
复发性外阴阴...,尿急
妇科疾病,白带异常
妇科疾病,月经不调
福克斯-阜太斯病,瘙痒
福克斯-阜太斯病,剧痒
非特异性阴道炎,阴道分泌物增多
非特异性阴道炎,乏力
宫角妊娠,恶心
宫角妊娠,阴道出血
宫颈疾病,宫颈举痛
宫颈疾病,宫颈粘连
高催乳素血症,溢乳
高催乳素血症,闭经
宫颈肥大,宫颈举痛
宫颈肥大,宫颈糜烂
宫腔粘连,月经周期改变
宫腔粘连,流产
功能失调性子...,闭经
功能失调性子...,乏力
宫颈炎,白带增多
宫颈炎,脓血性白带
蛲虫性阴道炎,白带增多
蛲虫性阴道炎,急性阴道感染
过敏性阴道炎,阴道分泌物增多
过敏性阴道炎,白带
宫颈复发癌,白带增多
宫颈复发癌,消瘦
混合型阴道炎,外阴溃疡
混合型阴道炎,外阴烧灼刺激感
黄体功能不全,流产
黄体功能不全,女性不孕
环状外阴炎,外阴痛
环状外阴炎,外阴溃疡
黄体萎缩不全,月经时多时少且
黄体萎缩不全,月经推迟
黄体血肿,腹痛
黄体血肿,腹腔出血
化脓性盆腔血...,高热
化脓性盆腔血...,剧烈疼痛
黄体囊肿,黄体破裂
黄体囊肿,滤泡增大
绝经后子宫内膜癌,消瘦
绝经后子宫内膜癌,宫腔积脓
绝经期尿失禁,胀感
绝经期尿失禁,尿频
急性阴道炎,白带异味
急性阴道炎,白带异常
绝经期尿路感染,尿频
绝经期尿路感染,排尿不畅
继发性女阴过度角化,瘙痒
继发性女阴过度角化,鳞屑
绝经后卵巢恶性肿瘤,闭经
绝经后卵巢恶性肿瘤,绝经
假麦格综合征,腹水
假麦格综合征,血性腹水
绝经期盆腔脏器脱垂,尿痛
绝经期盆腔脏器脱垂,尿频
间质膀胱炎局...,瘙痒
间质膀胱炎局...,尿频
绝经后骨质疏松,骨质疏松
绝经后骨质疏松,停经
卵巢功能异常综合征,便秘
卵巢功能异常综合征,月经量多
卵巢黄体囊肿破裂,恶心
卵巢黄体囊肿破裂,下腹疼痛
卵巢性不孕,月经周期改变
卵巢性不孕,卵巢功能障碍
卵巢宫内膜样肿瘤,绝经
卵巢宫内膜样肿瘤,阴道不规则出血
卵巢纤维瘤,腹水
卵巢纤维瘤,卵泡刺激素(F
卵巢囊肿蒂扭转,子宫破裂征象
卵巢囊肿蒂扭转,腹部可触及巨大
卵巢巧克力囊肿破裂,剧痛
卵巢巧克力囊肿破裂,反复出血
卵巢颗粒细胞瘤,阴道不规则出血
卵巢颗粒细胞瘤,阴道出血
卵巢支持-间...,阴道不规则出血
卵巢支持-间...,腹部肿块
卵泡腺细胞增...,月经稀少
卵泡腺细胞增...,男性化
卵巢肌肉来源肿瘤,腹痛
卵巢肌肉来源肿瘤,绝经
卵巢纤维组织...,腹痛
卵巢纤维组织...,下腹痛
麦格综合征,腹痛
麦格综合征,呼吸音减弱
免疫性不孕,继发性不孕
免疫性不孕,女性不孕
慢性宫颈炎,瘙痒
慢性宫颈炎,恶心
霉菌性外阴炎,瘙痒
霉菌性外阴炎,发炎
慢性子宫内膜炎,下腹坠胀
慢性子宫内膜炎,原发性痛经
慢性输卵管卵巢炎,腹痛
慢性输卵管卵巢炎,痛经
霉菌性阴道炎,瘙痒
霉菌性阴道炎,下体异味
慢性盆腔疼痛,子宫内膜异位
慢性盆腔疼痛,腹痛
慢性盆腔炎,慢性盆腔疼痛
慢性盆腔炎,双侧下腹坠痛
纳氏囊肿,尿频
纳氏囊肿,瘙痒
念珠菌阴道炎,阴道溃疡
念珠菌阴道炎,下体异味
女性生殖道多...,腹痛
女性生殖道多...,绝经后出血
女性性高潮障碍,四肢肌张力增强
女性性高潮障碍,充血
女性不孕症,月经量少
女性不孕症,子宫粘连
女性膀胱颈梗阻,排尿障碍
女性膀胱颈梗阻,排尿困难及尿潴留
尿道黏膜脱垂,排尿疼痛
尿道黏膜脱垂,尿频
女性尿瘘,闭经
女性尿瘘,抑郁
盆腔肿瘤,月经量多
盆腔肿瘤,月经时多时少且
盆腔炎性肿块,盆腔肿块
盆腔炎性肿块,盆腔包块
皮肤子宫内膜异位症,子宫内膜异位
皮肤子宫内膜异位症,结节
盆腔腹膜炎,腹膜炎
盆腔腹膜炎,高热
排卵障碍,腰酸
排卵障碍,性欲减退
盆腔淤血综合征,低位腰痛
盆腔淤血综合征,腹痛
盆腔积液,下腹坠痛
盆腔积液,腰酸
葡萄胎,怀孕时子宫异常增大
葡萄胎,下腹胀痛
盆腔炎,慢性盆腔疼痛
盆腔炎,白带增多
胚胎遗留性囊肿,腹痛
胚胎遗留性囊肿,下腹坠胀
前庭大腺炎,外阴烧灼刺激感
前庭大腺炎,外阴肿胀
前庭大腺癌,会阴溃疡
前庭大腺癌,绝经
前庭大腺脓肿,脓肿
前庭大腺脓肿,囊肿
侵蚀性葡萄胎,阴道不规则出血
青少年及小儿...,阴道黏膜膨胀
青少年及小儿...,肾盂积水
青春期功能失...,停经
青春期功能失...,阴道持续中量流血
前庭大腺囊肿,囊肿
前庭大腺囊肿,胀感
巧克力囊肿,腹膜炎
巧克力囊肿,女性不孕
前置胎盘,胎盘前置
前置胎盘,胎位异常
乳腺导管扩张症,脓肿
乳腺导管扩张症,囊肿
妊娠合并生殖...,阴道分泌物增多
妊娠合并生殖...,尿频
妊娠合并生殖器疱疹,排尿时外阴灼热
妊娠合并生殖器疱疹,外阴烧灼刺激感
妊娠合并尖锐湿疣,小阴唇及前庭也
妊娠合并尖锐湿疣,会阴溃疡
乳溢-闭经综合征,闭经
乳溢-闭经综合征,溢乳
妊娠合并淋病,阴道分泌物增多
妊娠合并淋病,阴道口局部红肿热痛
妊娠合并宫颈癌,宫颈糜烂
妊娠合并宫颈癌,阴道出血
妊娠合并巨细...,白带增多
妊娠合并巨细...,疲乏
妊娠合并梅毒,胚胎停止发育
妊娠合并梅毒,淋巴结肿大
妊娠合并沙眼...,阴道分泌物增多
妊娠合并沙眼...,尿频
妊娠合并获得...,HIV感染
妊娠合并获得...,淋巴结肿大
妊娠合并弓形虫病,产后出血
妊娠合并弓形虫病,发育性畸形
输卵管畸形,月经不调
输卵管畸形,女性不孕
输卵管结核,移动性浊音
输卵管结核,消瘦
输卵管炎,经期小腹坠痛
输卵管炎,痛经
输卵管囊肿,下腹痛
输卵管囊肿,阴道不规则出血
输卵管上举,月经量多
输卵管上举,痛经
输卵管阻塞性不孕,下腹疼痛
输卵管阻塞性不孕,女性不孕
生理性卵巢囊肿,下腹坠胀
生理性卵巢囊肿,下腹部包块
输卵管性不孕,女性不孕
输卵管性不孕,输卵管肿块
输卵管狭窄,慢性盆腔痛
输卵管狭窄,输卵管粘连
输卵管癌三联症,钝痛
输卵管癌三联症,下腹部包块
输卵管结扎术...,盆腔坠痛
输卵管结扎术...,下腹痛
输卵管阻塞,输卵管迂曲
输卵管阻塞,性交疼痛
胎盘早剥,子宫压痛
胎盘早剥,子宫硬如板状
痛经,腹痛
痛经,下腹坠痛
外阴毛囊炎,外阴起疙瘩
外阴毛囊炎,水肿
外阴接触性皮炎,瘙痒
外阴接触性皮炎,丘疹
外阴卡波西肉瘤,瘙痒
外阴卡波西肉瘤,水肿
围绝经期综合征,绝经
围绝经期综合征,月经周期改变
外阴佩吉特病,瘙痒
外阴佩吉特病,湿疹
围绝经期前后...,瘙痒
围绝经期前后...,外阴溃疡
外阴乳头状瘤,瘙痒
外阴乳头状瘤,外阴溃疡
外阴恶性淋巴瘤,淋巴管破裂
外阴恶性淋巴瘤,皮肤瘙痒
外阴表皮样囊肿,囊肿
外阴神经纤维瘤,大阴唇或肛门大
外阴神经纤维瘤,结节
外阴鳞状上皮...,外阴瘙痒
外阴鳞状上皮...,外阴鳞状上皮疣状增生
血清抗精子抗...,精子活力低
血清抗精子抗...,精子质量下降
先天性卵巢发育不全,子宫小
先天性卵巢发育不全,流产
先天性无阴道,性交困难
先天性无阴道,闭经
细菌性阴道炎,下体异味
细菌性阴道炎,白带异常
细菌性阴道病,阴道分泌物增多
细菌性阴道病,瘙痒
阴道囊肿,囊肿
阴道囊肿,多尿
阴道嗜血杆菌...,白带增多
阴道嗜血杆菌...,瘙痒
阴道内胚窦瘤,阴道流血过多
阴道内胚窦瘤,息肉
阴道异物,腰骶部酸痛
阴道异物,阴道分泌物增多
月经病,白带增多
月经病,腹痛
阴道斜隔,阴道横隔
阴道斜隔,痛经
阴道横隔,性交困难
阴道横隔,阴道横隔
原发性卵巢绒癌,黄素化囊肿
原发性卵巢绒癌,发烧
原发性卵巢类...,卵泡刺激素(F
原发性卵巢类...,里急后重
阴道转移性肿瘤,阴道分泌物增多
阴道转移性肿瘤,阴道流出黄色或
阴道美丽筒线虫病,瘙痒
阴道美丽筒线虫病,失眠
子宫颈平滑肌瘤,宫腔积血
子宫颈平滑肌瘤,月经量多
子宫恶性肿瘤,原发性痛经
子宫恶性肿瘤,子宫出血
子宫内翻,阴道出血
子宫内翻,胀感
子宫积液,宫腔积脓
子宫积液,下腹坠痛
子宫纵隔,自发性流产
子宫纵隔,月经周期改变
子宫内膜间质肉瘤,阴道出血
子宫内膜间质肉瘤,鳞状细胞癌
子宫内膜不规则脱落,月经血块过多
子宫内膜不规则脱落,月经量多
子宫性不孕,白带增多
子宫性不孕,子宫小
子宫内膜结核,下腹痛
子宫内膜结核,下腹坠痛
子宫内膜息肉,息肉
子宫内膜息肉,阴道不规则出血
无脑儿,死胎
无脑儿,流产
人工流产,阴道出血
人工流产,盆腔下垂感
产后风,畏寒
产后风,孕产妇腰痛
早孕反应,恶心与呕吐
早孕反应,恶心
胚胎停育,阴道排出碎块组织
胚胎停育,下腹疼痛
习惯性流产,阴道不规则出血
习惯性流产,下腹疼痛
妊娠合并风湿...,胸闷
妊娠合并风湿...,心慌
妊娠疱疹,疱疹
妊娠疱疹,结痂
完全流产,稽留流产
完全流产,先兆流产
妊娠痒疹,瘙痒
妊娠痒疹,孕妇小腿痒
胎儿生长受限,跖纹
胎儿生长受限,胎儿生长发育迟缓
早产,子宫颈扩张
早产,先兆早产
持续性枕横位难产,乏力
持续性枕横位难产,疲劳
产后泌尿道感染,尿痛
产后泌尿道感染,菌尿
产后痉症,头晕
产后痉症,恶心
产力异常性难产,临产后俯屈不良
产力异常性难产,产力异常
产后出血,产道裂伤
产后出血,产后腹痛
产后三急,产后便血
产后三急,脾虚
持续性枕后位...,排便感
持续性枕后位...,临产后胎头衔接较晚
产科休克,恶心
产科休克,毒血症
产科播散性血...,咯血
产科播散性血...,脉速而无力
产后虚脱,周身出汗
产后虚脱,面色苍白
产褥感染,伤口感染
产褥感染,高热
多胎妊娠,胎儿宫内窒息
多胎妊娠,子宫增大明显（
多胎,子宫增大明显（
多胎,早孕反应重
复发性流产,下腹疼痛
复发性流产,阴道不规则出血
腹腔妊娠,停经
腹腔妊娠,高热
分娩,子宫收缩不良
分娩,腹痛
发育性骨盆异常,狭窄骨盆
发育性骨盆异常,男型骨盆
过期妊娠,子宫高度低于妊娠周数
过期妊娠,孕妇非妊娠原因的腹痛
宫外孕,面色苍白
宫外孕,剧烈疼痛
宫颈妊娠,阴道出血
宫颈妊娠,子宫颈变大
骨产道异常性难产,乏力
骨产道异常性难产,狭窄骨盆
横位难产,乏力
横位难产,胎膜早破
会阴裂伤,会阴部牵引痛
会阴裂伤,会阴部撕裂感
巨大胎儿,腹痛
巨大胎儿,子宫增大明显（
卵泡发育不良,雌激素不足
卵泡发育不良,不排卵
卵巢妊娠,腹部压痛
卵巢妊娠,尿妊娠试验阳性
流产,阴道出血
流产,孕妇小腹痛
母儿ABO血型不合,死胎
母儿ABO血型不合,心脏扩大
难产,颅内出血
难产,关节畸形
膀胱膨出,排尿不畅
膀胱膨出,腰酸
前置血管,胎儿心动过缓
前置血管,正弦胎心率
脐带脱垂,胎心率异常
脐带脱垂,脐带血循环障碍
妊娠合并重症肌无力,肌肉萎缩
妊娠合并重症肌无力,麻痹
软产道异常性难产,产道扁平型狭窄
软产道异常性难产,产后出血
妊娠合并多囊肾,囊肿
妊娠合并多囊肾,脓尿
妊娠合并再生...,全血细胞减少
妊娠合并再生...,黏膜出现出血点
妊娠瘙痒性荨...,皮肤瘙痒
妊娠瘙痒性荨...,丘疹
妊娠合并肺结核,低热
妊娠合并肺结核,乏力
妊娠合并甲状...,多尿
妊娠合并甲状...,嗜睡
妊娠期急性肾...,多尿
妊娠期急性肾...,表情淡漠
输卵管妊娠流产,难免流产或不可
输卵管妊娠流产,先兆流产
双胎妊娠,双胎静脉吻合
双胎妊娠,胎儿宫内窒息
试管婴儿,腹痛
试管婴儿,胸闷
胎死宫内,胎心音消失（无
胎死宫内,胎儿宫内窒息
胎膜早破,胎膜早破
胎膜早破,羊膜腔感染
胎儿窘迫,胚胎发育供血不足
胎儿窘迫,羊水粪染
胎儿乙醇综合征,胎儿酒精综合征
胎儿乙醇综合征,鞍鼻
臀先露,宫缩乏力
臀先露,胎儿单臂先露
胎儿宫内窘迫,胎儿宫内窒息
胎儿宫内窘迫,胎动改变
臀位难产,臀产式
臀位难产,胎儿单臂先露
围生期心肌病,围产期心肌病变
围生期心肌病,心力衰竭
晚期产后出血,产后便血
晚期产后出血,产后恶露不净有臭味
先兆流产,阴道不规则出血
先兆流产,阴道出血
羊膜带综合征,胎儿生长发育迟缓
羊膜带综合征,肢体短缩畸形
羊水与胎粪吸...,羊水粪染
羊水与胎粪吸...,羊水中有胎粪
羊水栓塞,休克
羊水栓塞,发绀
羊膜腔感染综合征,羊膜腔感染
羊膜腔感染综合征,瘙痒
子痫,子痫症状
子痫,妊高征
子宫收缩过强,紧张
子宫收缩过强,腹痛
子宫收缩乏力,宫缩乏力
子宫收缩乏力,疲乏
子宫复旧不全,人工流产术后出血
子宫复旧不全,恶露
子宫破裂,先兆子宫破裂
子宫破裂,下腹疼痛
自然流产,下腹痛
自然流产,阴道出血
飞蚊症,非玻璃体的病变
飞蚊症,眼前异常闪光
黄斑变性,视力视野改变
黄斑变性,中心暗点以及屈
虹膜炎,虹膜发炎
虹膜炎,眼睛发红
病毒性结膜炎,眼内有异物感
病毒性结膜炎,炎性细胞浸润
慢性卡他性结膜炎,角膜炎
慢性卡他性结膜炎,眼睛刺痛
视网膜脱落,眼前黑影
视网膜脱落,视网膜脱离
眼结石,眼部胀痛
眼结石,眼睑异物
流行性角结膜炎,点状出血
流行性角结膜炎,视力障碍
眼外伤,目痛
眼外伤,阿罗瞳孔
过敏性结膜炎,皮肤瘙痒
过敏性结膜炎,结膜充血
老视,视近困难
老视,流泪
原发性开角型青光眼,眼底改变
原发性开角型青光眼,眼压升高
A-V综合征,内斜A征
A-V综合征,双眼向上凝视
阿克森费尔德...,瞳孔变形
阿克森费尔德...,角膜后胚胎环
玻璃体寄生虫病,视力障碍
玻璃体寄生虫病,眼睛痒
变性性近视的...,黑斑
变性性近视的...,视盘倾斜
玻璃体病,视力障碍
玻璃体病,巩膜出血
玻璃体液化,反复感染
玻璃体液化,近视
爆裂性眼眶骨折,眼球内陷
爆裂性眼眶骨折,眼球挫伤
鼻窦鳞状细胞...,鼻分泌物增多
鼻窦鳞状细胞...,鼻塞
玻璃体及视网...,高眼压
玻璃体及视网...,驼背
瘢痕性睑内翻,畏光及流泪
瘢痕性睑内翻,视力障碍
变性近视的脉...,视物变形
变性近视的脉...,色素斑
玻璃体疝,玻璃体经瞳孔向
玻璃体疝,角膜晶状体粘连
胞生痰核,眼睑异物
胞生痰核,眼睛痒
蚕蚀性角膜溃疡,角膜溃疡
蚕蚀性角膜溃疡,畏光
春季性结膜炎,瘙痒
春季性结膜炎,流泪
春季卡他性结膜炎,角膜上点状暗灰色混浊
春季卡他性结膜炎,结膜充血
春季结膜炎,流泪
春季结膜炎,瘙痒
穿透性角膜移...,角膜瘘
穿透性角膜移...,眼压升高
蚕食性角膜溃疡,角膜溃疡
蚕食性角膜溃疡,眼痛
赤膜下垂,流泪
赤膜下垂,两眼干涩
带状疱疹性角膜炎,滴状角膜
带状疱疹性角膜炎,角膜炎
低眼压性青光眼,低血压
低眼压性青光眼,视野缺损
动脉阻塞或狭...,晶状体混浊
动脉阻塞或狭...,颈动脉搏动减弱或消失
单纯疱疹病毒...,巩膜小泡
单纯疱疹病毒...,边缘溃疡性角膜炎
多发性硬化伴...,葡萄膜炎
多发性硬化伴...,神经痛
单眼双上转肌麻痹,上睑下垂
单眼双上转肌麻痹,斜视性弱视
多灶性脉络膜...,葡萄膜炎
多灶性脉络膜...,黄斑囊样水肿
蝶骨脑膜瘤的...,眶上裂综合征
蝶骨脑膜瘤的...,定位体征
单眼双下转肌麻痹,麻痹
单眼双下转肌麻痹,上睑下垂
单纯疱疹性葡萄膜炎,角膜炎
单纯疱疹性葡萄膜炎,肝脾肿大
点状内层脉络膜病变,单眼眼前黑影
点状内层脉络膜病变,眼痛
多发性一过性...,盲点
多发性一过性...,视力障碍
恶性青光眼,绿色弱
恶性青光眼,眼压升高
恶性高血压视...,盲点
恶性高血压视...,视网膜水肿
非炎性单纯性突眼,视网膜静脉纡曲怒张
非炎性单纯性突眼,眼球突出
Fuchs角...,角膜中央后部典
Fuchs角...,眼压升高
匐行性脉络膜萎缩,眼前黑影
匐行性脉络膜萎缩,视网膜水肿
非典型分枝杆...,流泪
非典型分枝杆...,眼痛
伏格特-小柳...,流泪
伏格特-小柳...,畏光
副肿瘤性斜视...,不自主运动
副肿瘤性斜视...,小脑性共济失调
复发性多发性...,鼻出血
复发性多发性...,疲乏
辐射性白内障,视力障碍
辐射性白内障,看东西有重影
匐行性脉络膜炎,色素脱失
匐行性脉络膜炎,视网膜脱离
非结核分枝杆...,流泪
非结核分枝杆...,角膜烧伤
放射性视网膜病变,充血
放射性视网膜病变,水肿
高度近视,视力常呈雾状模糊感
高度近视,眼球突出
高眼压症,病理性近视
高眼压症,眼球震颤
共同性斜视,复视
共同性斜视,眼球震颤
共同性外斜视,近视散光
共同性外斜视,屈光不正性弱视
干燥性角结膜炎,眼发胀
干燥性角结膜炎,发干
干燥性角结膜炎,眼干
巩膜炎,周期性发作的巩膜充血
巩膜炎,眼痛
高血压眼病,视网膜出血
高血压眼病,视网膜静脉纡曲怒张
弓形体病性巩膜炎,黄疸
弓形体病性巩膜炎,流泪
干眼,疲劳
干眼,视力障碍
格子状角膜营养不良,淀粉样变性
格子状角膜营养不良,麻痹
固定性斜视,内斜V征
固定性斜视,内斜A征
黄斑前膜,视力障碍
黄斑前膜,视物变形
化脓性角膜炎,剧痛
化脓性角膜炎,眼痛
黄斑裂孔,视力常呈雾状模糊感
黄斑裂孔,视力视野改变
黄斑病,视力障碍
黄斑病,视力视野改变
虹膜囊肿,虹膜异色
虹膜囊肿,虹膜蓝色
火眼,眼内有异物感
火眼,眼痛
回旋状脉络膜...,视力障碍
回旋状脉络膜...,晶状体混浊
虹膜黑色素瘤,眼痛
虹膜黑色素瘤,眼睛发红
后葡萄膜炎,眼痛
后葡萄膜炎,葡萄膜炎
恒定性外斜视,屈光不正性弱视
恒定性外斜视,斜视性弱视
急性虹膜睫状体炎,霍纳综合征
急性虹膜睫状体炎,虹膜表面形成灰
睑板腺囊肿,上睑下垂
睑板腺囊肿,囊肿
角膜溃疡,流泪
角膜溃疡,眼痛
晶状体脱位所...,绿视
晶状体脱位所...,葡萄膜炎
酒精性弱视,大量饮酒后突然
酒精性弱视,读小字和辨色困难
急性眼眶蜂窝织炎,眼睑浮肿
急性眼眶蜂窝织炎,视乳头水肿
巨细胞病毒性...,耳聋
巨细胞病毒性...,智力发育迟缓
急性出血性结膜炎,巩膜出血
急性出血性结膜炎,目垢增多
睑内翻,畏光
睑内翻,睑内翻
巨乳头性结膜炎,瘙痒
巨乳头性结膜炎,充血
角膜擦伤,眼睑痉挛
角膜擦伤,流泪
结核性角膜病变,角膜炎
结核性角膜病变,角膜溃疡
眶底骨折,眼眶疼痛
眶底骨折,眼球突出
Kimura病,结节
Kimura病,眼球突出
眶内纤维组织细胞瘤,眼球突出
眶内纤维组织细胞瘤,水肿
眶骨髓炎,眼球移位
眶骨髓炎,眼球突出
眶骨膜下脓肿,鼻塞
眶骨膜下脓肿,发烧
眶下间隙感染,眶周水肿
眶下间隙感染,眼眶疼痛
开角型青光眼,眼痛
开角型青光眼,高眼压
眶蜂窝织炎,高热
眶蜂窝织炎,恶心
眶上神经痛,眼眶疼痛
眶上神经痛,眼眶内持续性
眶假瘤,眼眶疼痛
眶假瘤,眼球突出
眶内海绵状血管瘤,眼球突出
眶内海绵状血管瘤,视网膜水肿
泪道阻塞,泪溢
泪道阻塞,睑外翻
泪腺多形性腺瘤,视力障碍
泪腺多形性腺瘤,眼球突出
流行性出血性结膜炎,角膜炎
流行性出血性结膜炎,结膜充血
泪腺分泌功能减退,眼痛
泪腺分泌功能减退,角膜炎
莱特雷尔-西韦病,丘疹
莱特雷尔-西韦病,呼吸困难
泪囊炎,老年人流泪多
泪囊炎,泪道阻塞
泪囊肿瘤,囊肿
泪囊肿瘤,流泪
泪腺多形性腺癌,泪腺脱垂
泪腺多形性腺癌,眼球突出
睑皮松垂症,上睑下垂
睑皮松垂症,甲状腺肿
泪腺炎,流泪
泪腺炎,脓肿
慢性闭角型青光眼,眼胀
慢性闭角型青光眼,眼痛
脉络膜脱离型...,眼痛
脉络膜脱离型...,震颤
脉络膜缺损,虹膜缺损
脉络膜缺损,黄斑盘状变性
慢性泪囊炎,结膜充血
慢性泪囊炎,老年人流泪多
脉络膜血管瘤,眼底改变
脉络膜血管瘤,视力障碍
梅毒性葡萄膜炎,结节
梅毒性葡萄膜炎,葡萄膜炎
脉络膜缺血,水肿
脉络膜转移癌,眼痛
脉络膜转移癌,眼球突出
慢性进行性眼...,上睑下垂
慢性进行性眼...,生长缓慢
麻痹性睑外翻,畏光及流泪
麻痹性睑外翻,角膜溃疡
脉络膜新生血管,视力障碍
脉络膜新生血管,视网膜出血
内眦赘皮,眼睑下垂
内眦赘皮,眼睑肥厚
内分泌性眼球突出,视乳头水肿
内分泌性眼球突出,角膜溃疡
内隐斜,视物变形
内隐斜,眼痛
诺卡菌性巩膜炎,发烧
诺卡菌性巩膜炎,眼痛
鸟枪弹样视网...,充血
鸟枪弹样视网...,视网膜出血
年龄相关性白内障,晶状体混浊
年龄相关性白内障,视力障碍
葡萄膜恶性黑色素瘤,视力障碍
葡萄膜恶性黑色素瘤,眼压升高
匐行性角膜溃疡,眼结膜水肿及角膜溃疡
匐行性角膜溃疡,角膜溃疡
疱疹性角膜炎,视力障碍
疱疹性角膜炎,角膜混浊
泡性角结膜炎,角膜炎
泡性角结膜炎,流泪
泡性眼炎,流泪
泡性眼炎,角膜炎
葡萄膜病,视力障碍
葡萄膜病,视力常呈雾状模糊感
缺血性视神经病变,盲点
缺血性视神经病变,低血压
强直性脊柱炎...,晨僵
强直性脊柱炎...,钝痛
前房积血与青光眼,眼压升高
前房积血与青光眼,前房中肿胀的晶
青光眼,目垢增多
青光眼,目痛
全葡萄膜炎,葡萄膜炎
