disease_name,department_name
先兆流产,产科
羊膜带综合征,妇产科
羊膜带综合征,产科
羊水与胎粪吸...,妇产科
羊水与胎粪吸...,产科
羊水栓塞,妇产科
羊水栓塞,产科
羊膜腔感染综合征,妇产科
羊膜腔感染综合征,产科
子痫,妇产科
子痫,产科
子宫收缩过强,妇产科
子宫收缩过强,产科
子宫收缩乏力,妇产科
子宫收缩乏力,产科
子宫复旧不全,妇产科
子宫复旧不全,产科
子宫破裂,妇产科
子宫破裂,产科
自然流产,妇产科
自然流产,产科
飞蚊症,五官科
飞蚊症,眼科
黄斑变性,五官科
黄斑变性,眼科
虹膜炎,五官科
虹膜炎,眼科
病毒性结膜炎,五官科
病毒性结膜炎,眼科
慢性卡他性结膜炎,五官科
慢性卡他性结膜炎,眼科
视网膜脱落,五官科
视网膜脱落,眼科
眼结石,五官科
眼结石,眼科
流行性角结膜炎,五官科
流行性角结膜炎,眼科
眼外伤,五官科
眼外伤,眼科
过敏性结膜炎,五官科
过敏性结膜炎,眼科
老视,五官科
老视,眼科
原发性开角型青光眼,五官科
原发性开角型青光眼,眼科
A-V综合征,五官科
A-V综合征,眼科
阿克森费尔德...,五官科
阿克森费尔德...,眼科
玻璃体寄生虫病,五官科
玻璃体寄生虫病,眼科
变性性近视的...,五官科
变性性近视的...,眼科
玻璃体病,五官科
玻璃体病,眼科
玻璃体液化,五官科
玻璃体液化,眼科
爆裂性眼眶骨折,五官科
爆裂性眼眶骨折,眼科
鼻窦鳞状细胞...,五官科
鼻窦鳞状细胞...,眼科
玻璃体及视网...,五官科
玻璃体及视网...,眼科
瘢痕性睑内翻,五官科
瘢痕性睑内翻,眼科
变性近视的脉...,五官科
变性近视的脉...,眼科
玻璃体疝,五官科
玻璃体疝,眼科
胞生痰核,五官科
胞生痰核,眼科
蚕蚀性角膜溃疡,五官科
蚕蚀性角膜溃疡,眼科
春季性结膜炎,五官科
春季性结膜炎,眼科
春季卡他性结膜炎,五官科
春季卡他性结膜炎,眼科
春季结膜炎,五官科
春季结膜炎,眼科
穿透性角膜移...,五官科
穿透性角膜移...,眼科
蚕食性角膜溃疡,五官科
蚕食性角膜溃疡,眼科
赤膜下垂,五官科
赤膜下垂,眼科
带状疱疹性角膜炎,五官科
带状疱疹性角膜炎,眼科
低眼压性青光眼,五官科
低眼压性青光眼,眼科
动脉阻塞或狭...,五官科
动脉阻塞或狭...,眼科
单纯疱疹病毒...,五官科
单纯疱疹病毒...,眼科
多发性硬化伴...,五官科
多发性硬化伴...,眼科
单眼双上转肌麻痹,五官科
单眼双上转肌麻痹,眼科
多灶性脉络膜...,五官科
多灶性脉络膜...,眼科
蝶骨脑膜瘤的...,五官科
蝶骨脑膜瘤的...,眼科
单眼双下转肌麻痹,五官科
单眼双下转肌麻痹,眼科
单纯疱疹性葡萄膜炎,五官科
单纯疱疹性葡萄膜炎,眼科
点状内层脉络膜病变,五官科
点状内层脉络膜病变,眼科
多发性一过性...,五官科
多发性一过性...,眼科
恶性青光眼,五官科
恶性青光眼,眼科
恶性高血压视...,五官科
恶性高血压视...,眼科
非炎性单纯性突眼,五官科
非炎性单纯性突眼,眼科
Fuchs角...,五官科
Fuchs角...,眼科
匐行性脉络膜萎缩,五官科
匐行性脉络膜萎缩,眼科
非典型分枝杆...,五官科
非典型分枝杆...,眼科
伏格特-小柳...,五官科
伏格特-小柳...,眼科
副肿瘤性斜视...,五官科
副肿瘤性斜视...,眼科
复发性多发性...,五官科
复发性多发性...,眼科
辐射性白内障,五官科
辐射性白内障,眼科
匐行性脉络膜炎,五官科
匐行性脉络膜炎,眼科
非结核分枝杆...,五官科
非结核分枝杆...,眼科
放射性视网膜病变,五官科
放射性视网膜病变,眼科
高度近视,五官科
高度近视,眼科
高眼压症,五官科
高眼压症,眼科
共同性斜视,五官科
共同性斜视,眼科
共同性外斜视,五官科
共同性外斜视,眼科
干燥性角结膜炎,五官科
干燥性角结膜炎,眼科
巩膜炎,五官科
巩膜炎,眼科
高血压眼病,五官科
高血压眼病,眼科
弓形体病性巩膜炎,五官科
弓形体病性巩膜炎,眼科
干眼,五官科
干眼,眼科
格子状角膜营养不良,五官科
格子状角膜营养不良,眼科
固定性斜视,五官科
固定性斜视,眼科
黄斑前膜,五官科
黄斑前膜,眼科
化脓性角膜炎,五官科
化脓性角膜炎,眼科
黄斑裂孔,五官科
黄斑裂孔,眼科
黄斑病,五官科
黄斑病,眼科
虹膜囊肿,五官科
虹膜囊肿,眼科
火眼,五官科
火眼,眼科
回旋状脉络膜...,五官科
回旋状脉络膜...,眼科
虹膜黑色素瘤,五官科
虹膜黑色素瘤,眼科
后葡萄膜炎,五官科
后葡萄膜炎,眼科
恒定性外斜视,五官科
恒定性外斜视,眼科
急性虹膜睫状体炎,五官科
急性虹膜睫状体炎,眼科
睑板腺囊肿,五官科
睑板腺囊肿,眼科
角膜溃疡,五官科
角膜溃疡,眼科
晶状体脱位所...,五官科
晶状体脱位所...,眼科
酒精性弱视,五官科
酒精性弱视,眼科
急性眼眶蜂窝织炎,五官科
急性眼眶蜂窝织炎,眼科
巨细胞病毒性...,五官科
巨细胞病毒性...,眼科
急性出血性结膜炎,五官科
急性出血性结膜炎,眼科
睑内翻,五官科
睑内翻,眼科
巨乳头性结膜炎,五官科
巨乳头性结膜炎,眼科
角膜擦伤,五官科
角膜擦伤,眼科
结核性角膜病变,五官科
结核性角膜病变,眼科
眶底骨折,五官科
眶底骨折,眼科
Kimura病,五官科
Kimura病,眼科
眶内纤维组织细胞瘤,五官科
眶内纤维组织细胞瘤,眼科
眶骨髓炎,五官科
眶骨髓炎,眼科
眶骨膜下脓肿,五官科
眶骨膜下脓肿,眼科
眶下间隙感染,五官科
眶下间隙感染,眼科
开角型青光眼,五官科
开角型青光眼,眼科
眶蜂窝织炎,五官科
眶蜂窝织炎,眼科
眶上神经痛,五官科
眶上神经痛,眼科
眶假瘤,五官科
眶假瘤,眼科
眶内海绵状血管瘤,五官科
眶内海绵状血管瘤,眼科
泪道阻塞,五官科
泪道阻塞,眼科
泪腺多形性腺瘤,五官科
泪腺多形性腺瘤,眼科
流行性出血性结膜炎,五官科
流行性出血性结膜炎,眼科
泪腺分泌功能减退,五官科
泪腺分泌功能减退,眼科
莱特雷尔-西韦病,五官科
莱特雷尔-西韦病,眼科
泪囊炎,五官科
泪囊炎,眼科
泪囊肿瘤,五官科
泪囊肿瘤,眼科
泪腺多形性腺癌,五官科
泪腺多形性腺癌,眼科
睑皮松垂症,五官科
睑皮松垂症,眼科
泪腺炎,五官科
泪腺炎,眼科
慢性闭角型青光眼,五官科
慢性闭角型青光眼,眼科
脉络膜脱离型...,五官科
脉络膜脱离型...,眼科
脉络膜缺损,五官科
脉络膜缺损,眼科
慢性泪囊炎,五官科
慢性泪囊炎,眼科
脉络膜血管瘤,五官科
脉络膜血管瘤,眼科
梅毒性葡萄膜炎,五官科
梅毒性葡萄膜炎,眼科
脉络膜缺血,五官科
脉络膜缺血,眼科
脉络膜转移癌,五官科
脉络膜转移癌,眼科
慢性进行性眼...,五官科
慢性进行性眼...,眼科
麻痹性睑外翻,五官科
麻痹性睑外翻,眼科
脉络膜新生血管,五官科
脉络膜新生血管,眼科
内眦赘皮,五官科
内眦赘皮,眼科
内分泌性眼球突出,五官科
内分泌性眼球突出,眼科
内隐斜,五官科
内隐斜,眼科
诺卡菌性巩膜炎,五官科
诺卡菌性巩膜炎,眼科
鸟枪弹样视网...,五官科
鸟枪弹样视网...,眼科
年龄相关性白内障,五官科
年龄相关性白内障,眼科
葡萄膜恶性黑色素瘤,五官科
葡萄膜恶性黑色素瘤,眼科
匐行性角膜溃疡,五官科
匐行性角膜溃疡,眼科
疱疹性角膜炎,五官科
疱疹性角膜炎,眼科
泡性角结膜炎,五官科
泡性角结膜炎,眼科
泡性眼炎,五官科
泡性眼炎,眼科
葡萄膜病,五官科
葡萄膜病,眼科
缺血性视神经病变,五官科
缺血性视神经病变,眼科
强直性脊柱炎...,五官科
强直性脊柱炎...,眼科
前房积血与青光眼,五官科
前房积血与青光眼,眼科
青光眼,五官科
青光眼,眼科
全葡萄膜炎,五官科
全葡萄膜炎,眼科
屈光参差,五官科
屈光参差,眼科
前葡萄膜炎,五官科
前葡萄膜炎,眼科
缺血性视盘病变,五官科
缺血性视盘病变,眼科
前房积血,五官科
前房积血,眼科
浅层点状角膜炎,五官科
浅层点状角膜炎,眼科
青光眼睫状体...,五官科
青光眼睫状体...,眼科
球后视神经炎,五官科
球后视神经炎,眼科
弱视,五官科
弱视,眼科
Reis-B...,五官科
Reis-B...,眼科
人类免疫缺陷...,五官科
人类免疫缺陷...,眼科
妊娠高血压综...,五官科
妊娠高血压综...,眼科
双行睫,五官科
双行睫,眼科
视网膜色素变性,五官科
视网膜色素变性,眼科
视网膜脱离,五官科
视网膜脱离,眼科
视网膜静脉阻塞,五官科
视网膜静脉阻塞,眼科
视网膜炎,五官科
视网膜炎,眼科
水痘性角膜炎,五官科
水痘性角膜炎,眼科
肾小管间质性...,五官科
肾小管间质性...,眼科
史-约综合征,五官科
史-约综合征,眼科
水痘-带状疱...,五官科
水痘-带状疱...,眼科
上睑下垂,五官科
上睑下垂,眼科
视交叉病变,五官科
视交叉病变,眼科
视盘水肿,五官科
视盘水肿,眼科
Theodo...,五官科
Theodo...,眼科
特发性葡萄膜大脑炎,五官科
特发性葡萄膜大脑炎,眼科
特发性黄斑裂孔,五官科
特发性黄斑裂孔,眼科
糖尿病伴发的...,五官科
糖尿病伴发的...,眼科
Thyges...,五官科
Thyges...,眼科
Terson综合征,五官科
Terson综合征,眼科
Terrie...,五官科
Terrie...,眼科
特发性黄斑部前膜,五官科
特发性黄斑部前膜,眼科
疼痛性眼肌麻痹,五官科
疼痛性眼肌麻痹,眼科
特发性息肉样...,五官科
特发性息肉样...,眼科
铜绿假单胞菌...,五官科
铜绿假单胞菌...,眼科
外伤相关性青光眼,五官科
外伤相关性青光眼,眼科
微小度数斜视,五官科
微小度数斜视,眼科
无脉络膜症,五官科
无脉络膜症,眼科
外层渗出性视...,五官科
外层渗出性视...,眼科
外隐斜,五官科
外隐斜,眼科
外伤性白内障,五官科
外伤性白内障,眼科
Wegner...,五官科
Wegner...,眼科
微小核糖核酸...,五官科
微小核糖核酸...,眼科
无泪症,五官科
无泪症,眼科
小儿弱视,五官科
小儿弱视,眼科
小儿斜视,五官科
小儿斜视,眼科
小角膜,五官科
小角膜,眼科
新生血管性青光眼,五官科
新生血管性青光眼,眼科
先天性眼球震颤,五官科
先天性眼球震颤,眼科
先天性视网膜劈裂症,五官科
先天性视网膜劈裂症,眼科
细菌性角膜炎,五官科
细菌性角膜炎,眼科
先天性无虹膜,五官科
先天性无虹膜,眼科
小儿脉络丛乳头状瘤,五官科
小儿脉络丛乳头状瘤,眼科
小儿疱疹性角...,五官科
小儿疱疹性角...,眼科
先天性睑裂狭...,五官科
先天性睑裂狭...,眼科
先天性小眼球...,五官科
先天性小眼球...,眼科
眼眶黏液囊肿,五官科
眼眶黏液囊肿,眼科
睑缘炎,五官科
睑缘炎,眼科
眼眶击出性骨折,五官科
眼眶击出性骨折,眼科
圆锥角膜,五官科
圆锥角膜,眼科
眼底病,五官科
眼底病,眼科
眼眶蜂窝织炎,五官科
眼眶蜂窝织炎,眼科
远视,五官科
远视,眼科
原发性视网膜...,五官科
原发性视网膜...,眼科
眼部毛细血管瘤,五官科
眼部毛细血管瘤,眼科
增龄性黄斑变性,五官科
增龄性黄斑变性,眼科
周边葡萄膜炎,五官科
周边葡萄膜炎,眼科
中心性浆液性...,五官科
中心性浆液性...,眼科
中毒性弱视,五官科
中毒性弱视,眼科
真菌性角膜炎,五官科
真菌性角膜炎,眼科
中心性渗出性...,五官科
中心性渗出性...,眼科
真性小眼球,五官科
真性小眼球,眼科
周期性内斜视,五官科
周期性内斜视,眼科
增生性玻璃体...,五官科
增生性玻璃体...,眼科
真菌性角膜溃疡,五官科
真菌性角膜溃疡,眼科
真菌性巩膜炎,五官科
真菌性巩膜炎,眼科
白毛舌,五官科
白毛舌,口腔科
口腔炎,五官科
口腔炎,口腔科
唇炎,五官科
唇炎,口腔科
舌炎,五官科
舌炎,口腔科
口腔干燥综合征,五官科
口腔干燥综合征,口腔科
牙结石,五官科
牙结石,口腔科
牙斑,五官科
牙斑,口腔科
口周湿疹,五官科
口周湿疹,口腔科
牙周脓肿,五官科
牙周脓肿,口腔科
裂纹舌,五官科
裂纹舌,口腔科
牙病,五官科
牙病,口腔科
慢性牙周炎,五官科
慢性牙周炎,口腔科
边缘性龈炎,五官科
边缘性龈炎,口腔科
变应性口炎,五官科
变应性口炎,口腔科
唇癌,五官科
唇癌,口腔科
唇病,五官科
唇病,口腔科
唇腭裂,五官科
唇腭裂,口腔科
唇裂,五官科
唇裂,口腔科
创伤性口炎,五官科
创伤性口炎,口腔科
齿状突发育畸形,五官科
齿状突发育畸形,口腔科
地图舌,五官科
地图舌,口腔科
单纯性牙周炎,五官科
单纯性牙周炎,口腔科
腭裂,五官科
腭裂,口腔科
鹅口疮,五官科
鹅口疮,口腔科
腭咽闭合不全,五官科
腭咽闭合不全,口腔科
放射性口炎,五官科
放射性口炎,口腔科
复发性阿弗他溃疡,五官科
复发性阿弗他溃疡,口腔科
复发性坏死性...,五官科
复发性坏死性...,口腔科
氟骨症,五官科
氟骨症,口腔科
肥大性龈炎,五官科
肥大性龈炎,口腔科
氟牙症,五官科
氟牙症,口腔科
干槽症,五官科
干槽症,口腔科
根尖周病,五官科
根尖周病,口腔科
根尖脓肿,五官科
根尖脓肿,口腔科
颌骨骨髓炎,五官科
颌骨骨髓炎,口腔科
颌面部放线菌病,五官科
颌面部放线菌病,口腔科
化脓性腮腺炎,五官科
化脓性腮腺炎,口腔科
后牙反合,五官科
后牙反合,口腔科
颌面部淋巴管瘤,五官科
颌面部淋巴管瘤,口腔科
颌周蜂窝织炎,五官科
颌周蜂窝织炎,口腔科
颌骨囊肿,五官科
颌骨囊肿,口腔科
颌下间隙感染,五官科
颌下间隙感染,口腔科
颌骨造釉细胞瘤,五官科
颌骨造釉细胞瘤,口腔科
坏死性龈口炎,五官科
坏死性龈口炎,口腔科
颏下间隙感染,五官科
颏下间隙感染,口腔科
黑舌,五官科
黑舌,口腔科
急性假膜型念...,五官科
急性假膜型念...,口腔科
急性根尖牙周炎,五官科
急性根尖牙周炎,口腔科
急性牙髓炎,五官科
急性牙髓炎,口腔科
急性颌骨骨髓炎,五官科
急性颌骨骨髓炎,口腔科
急性根尖周炎,五官科
急性根尖周炎,口腔科
金属引起的口...,五官科
金属引起的口...,口腔科
结核性溃疡,五官科
结核性溃疡,口腔科
急性化脓性腮腺炎,五官科
急性化脓性腮腺炎,口腔科
甲状舌管囊肿...,五官科
甲状舌管囊肿...,口腔科
急性舌扁桃体炎,五官科
急性舌扁桃体炎,口腔科
急性颌下腺炎,五官科
急性颌下腺炎,口腔科
甲状舌管囊肿,五官科
甲状舌管囊肿,口腔科
口腔尖锐湿疣,五官科
口腔尖锐湿疣,口腔科
口腔病,五官科
口腔病,口腔科
口炎,五官科
口炎,口腔科
口腔疾病,五官科
口腔疾病,口腔科
开合,五官科
开合,口腔科
溃疡坏死性口炎,五官科
溃疡坏死性口炎,口腔科
口腔粘膜黑棘皮病,五官科
口腔粘膜黑棘皮病,口腔科
口腔粘膜病,五官科
口腔粘膜病,口腔科
口腔结核性溃疡,五官科
口腔结核性溃疡,口腔科
裂沟舌,五官科
裂沟舌,口腔科
链球菌性咽炎,五官科
链球菌性咽炎,口腔科
慢性根尖牙周炎,五官科
慢性根尖牙周炎,口腔科
慢性舌扁桃体炎,五官科
慢性舌扁桃体炎,口腔科
慢性牙髓炎,五官科
慢性牙髓炎,口腔科
膜性口炎,五官科
膜性口炎,口腔科
磨损,五官科
磨损,口腔科
毛舌,五官科
毛舌,口腔科
磨牙,五官科
磨牙,口腔科
面瘫唇肿裂纹...,五官科
面瘫唇肿裂纹...,口腔科
颞下颌关节病,五官科
颞下颌关节病,口腔科
颞间隙感染,五官科
颞间隙感染,口腔科
颞下颌关节脱位,五官科
颞下颌关节脱位,口腔科
颞下颌关节强直,五官科
颞下颌关节强直,口腔科
颞下颌关节紊...,五官科
颞下颌关节紊...,口腔科
颞下间隙感染,五官科
颞下间隙感染,口腔科
颞下颌间挛缩,五官科
颞下颌间挛缩,口腔科
皮样囊肿,五官科
皮样囊肿,口腔科
青春前期牙周炎,五官科
青春前期牙周炎,口腔科
前牙反合,五官科
前牙反合,口腔科
青少年牙周炎,五官科
青少年牙周炎,口腔科
龋齿,五官科
龋齿,口腔科
前牙深覆盖,五官科
前牙深覆盖,口腔科
乳头状囊腺癌,五官科
乳头状囊腺癌,口腔科
上颌后缩,五官科
上颌后缩,口腔科
舌病,五官科
舌病,口腔科
鳃裂囊肿和瘘管,五官科
鳃裂囊肿和瘘管,口腔科
四环素牙,五官科
四环素牙,口腔科
上颌前突,五官科
上颌前突,口腔科
舌下腺囊肿,五官科
舌下腺囊肿,口腔科
深覆合,五官科
深覆合,口腔科
双颌前突,五官科
双颌前突,口腔科
锁合,五官科
锁合,口腔科
舌白斑,五官科
舌白斑,口腔科
舌甲状腺,五官科
舌甲状腺,口腔科
糖尿病型牙周炎,五官科
糖尿病型牙周炎,口腔科
小儿龋病,五官科
小儿龋病,口腔科
寻常型天疱疮,五官科
寻常型天疱疮,口腔科
下颌下间隙感染,五官科
下颌下间隙感染,口腔科
下颌后缩,五官科
下颌后缩,口腔科
涎腺囊肿,五官科
涎腺囊肿,口腔科
楔状缺损,五官科
楔状缺损,口腔科
涎石病,五官科
涎石病,口腔科
下颌下隙感染,五官科
下颌下隙感染,口腔科
涎腺病毒病,五官科
涎腺病毒病,口腔科
涎瘘,五官科
涎瘘,口腔科
腺性唇炎,五官科
腺性唇炎,口腔科
小儿溃疡性口炎,五官科
小儿溃疡性口炎,口腔科
牙齿过敏,五官科
牙齿过敏,口腔科
牙龈瘘管,五官科
牙龈瘘管,口腔科
婴幼儿化脓性...,五官科
婴幼儿化脓性...,口腔科
药物性牙龈增生,五官科
药物性牙龈增生,口腔科
釉质发育不全,五官科
釉质发育不全,口腔科
遗传性乳光牙,五官科
遗传性乳光牙,口腔科
牙齿感觉过敏症,五官科
牙齿感觉过敏症,口腔科
咬肌间隙感染,五官科
咬肌间隙感染,口腔科
阻生齿,五官科
阻生齿,口腔科
智齿冠周炎,五官科
智齿冠周炎,口腔科
耳石症,五官科
耳石症,耳鼻喉科
反流性喉炎,五官科
反流性喉炎,耳鼻喉科
咽喉癌,五官科
咽喉癌,耳鼻喉科
蝶窦炎,五官科
蝶窦炎,耳鼻喉科
会厌囊肿,五官科
会厌囊肿,耳鼻喉科
鼻外伤,五官科
鼻外伤,耳鼻喉科
喉肿瘤,五官科
喉肿瘤,耳鼻喉科
梅尼埃病,五官科
梅尼埃病,耳鼻喉科
喉切伤,五官科
喉切伤,耳鼻喉科
筛窦炎,五官科
筛窦炎,耳鼻喉科
化脓性中耳炎,五官科
化脓性中耳炎,耳鼻喉科
喉淀粉样变,五官科
喉淀粉样变,耳鼻喉科
阿斯匹林不耐...,五官科
阿斯匹林不耐...,耳鼻喉科
鼻疔,五官科
鼻疔,耳鼻喉科
鼻腔囊肿,五官科
鼻腔囊肿,耳鼻喉科
鼻血管瘤,五官科
鼻血管瘤,耳鼻喉科
鼻窦粘膜囊肿,五官科
鼻窦粘膜囊肿,耳鼻喉科
鼻腔癌,五官科
鼻腔癌,耳鼻喉科
鼻咽肉瘤,五官科
鼻咽肉瘤,耳鼻喉科
鼻鼽,五官科
鼻鼽,耳鼻喉科
扁桃体结石,五官科
扁桃体结石,耳鼻喉科
鼻肿瘤,五官科
鼻肿瘤,耳鼻喉科
鼻病,五官科
鼻病,耳鼻喉科
鼻部囊肿,五官科
鼻部囊肿,耳鼻喉科
创伤性耳聋,五官科
创伤性耳聋,耳鼻喉科
传导性耳聋,五官科
传导性耳聋,耳鼻喉科
创伤性鼻中隔穿孔,五官科
创伤性鼻中隔穿孔,耳鼻喉科
常年性鼻炎,五官科
常年性鼻炎,耳鼻喉科
创伤性鼻出血,五官科
创伤性鼻出血,耳鼻喉科
虫霉病,五官科
虫霉病,耳鼻喉科
传导性耳鸣,五官科
传导性耳鸣,耳鼻喉科
大疱性鼓膜炎,五官科
大疱性鼓膜炎,耳鼻喉科
耵聍栓塞,五官科
耵聍栓塞,耳鼻喉科
胆脂瘤型中耳炎,五官科
胆脂瘤型中耳炎,耳鼻喉科
儿童腺样体肥大,五官科
儿童腺样体肥大,耳鼻喉科
耳廓软骨膜炎,五官科
耳廓软骨膜炎,耳鼻喉科
耳鼻咽喉创伤,五官科
耳鼻咽喉创伤,耳鼻喉科
耳神经痛,五官科
耳神经痛,耳鼻喉科
耳硬化症,五官科
耳硬化症,耳鼻喉科
耳病,五官科
耳病,耳鼻喉科
耳源性脑膜炎,五官科
耳源性脑膜炎,耳鼻喉科
耳内脑膜脑疝,五官科
耳内脑膜脑疝,耳鼻喉科
耳部恶性肿瘤,五官科
耳部恶性肿瘤,耳鼻喉科
耳鸣,五官科
耳鸣,耳鼻喉科
耳聋,五官科
耳聋,耳鼻喉科
副鼻窦炎,五官科
副鼻窦炎,耳鼻喉科
奋森咽峡炎,五官科
奋森咽峡炎,耳鼻喉科
分泌性中耳炎,五官科
分泌性中耳炎,耳鼻喉科
副耳,五官科
副耳,耳鼻喉科
过强反射性鼻炎,五官科
过强反射性鼻炎,耳鼻喉科
功能性聋,五官科
功能性聋,耳鼻喉科
鼓膜外伤,五官科
鼓膜外伤,耳鼻喉科
过敏性鼻炎,五官科
过敏性鼻炎,耳鼻喉科
干酪性鼻炎,五官科
干酪性鼻炎,耳鼻喉科
鼓室硬化症,五官科
鼓室硬化症,耳鼻喉科
鼓膜穿孔,五官科
鼓膜穿孔,耳鼻喉科
干酪性鼻窦炎,五官科
干酪性鼻窦炎,耳鼻喉科
喉水肿,五官科
喉水肿,耳鼻喉科
喉结核,五官科
喉结核,耳鼻喉科
喉异物,五官科
喉异物,耳鼻喉科
喉狭窄,五官科
喉狭窄,耳鼻喉科
喉插管损伤,五官科
喉插管损伤,耳鼻喉科
会厌炎,五官科
会厌炎,耳鼻喉科
喉乳头状瘤,五官科
喉乳头状瘤,耳鼻喉科
急性单纯性咽炎,五官科
急性单纯性咽炎,耳鼻喉科
急性中耳炎,五官科
急性中耳炎,耳鼻喉科
急性化脓性鼻窦炎,五官科
急性化脓性鼻窦炎,耳鼻喉科
结核性中耳乳突炎,五官科
结核性中耳乳突炎,耳鼻喉科
急性鼻炎,五官科
急性鼻炎,耳鼻喉科
急性化脓性中耳炎,五官科
急性化脓性中耳炎,耳鼻喉科
急性鼻咽炎,五官科
急性鼻咽炎,耳鼻喉科
急性化脓性乳突炎,五官科
急性化脓性乳突炎,耳鼻喉科
间断脉冲噪音损伤,五官科
间断脉冲噪音损伤,耳鼻喉科
茎突综合征,五官科
茎突综合征,耳鼻喉科
急性咽炎,五官科
急性咽炎,耳鼻喉科
急性喉炎,五官科
急性喉炎,耳鼻喉科
枯草热,五官科
枯草热,耳鼻喉科
粒性白细胞缺...,五官科
粒性白细胞缺...,耳鼻喉科
老年性耳聋,五官科
老年性耳聋,耳鼻喉科
蓝鼓膜与胆固...,五官科
蓝鼓膜与胆固...,耳鼻喉科
慢性鼻咽炎,五官科
慢性鼻咽炎,耳鼻喉科
慢性外耳道炎,五官科
慢性外耳道炎,耳鼻喉科
慢性中耳炎,五官科
慢性中耳炎,耳鼻喉科
慢性肥厚性鼻炎,五官科
慢性肥厚性鼻炎,耳鼻喉科
膜迷路积水,五官科
膜迷路积水,耳鼻喉科
慢性扁桃体炎,五官科
慢性扁桃体炎,耳鼻喉科
慢性乳突炎,五官科
慢性乳突炎,耳鼻喉科
慢性化脓性鼻窦炎,五官科
慢性化脓性鼻窦炎,耳鼻喉科
慢性单纯性咽炎,五官科
慢性单纯性咽炎,耳鼻喉科
慢性筛窦炎,五官科
慢性筛窦炎,耳鼻喉科
慢性上颌窦炎,五官科
慢性上颌窦炎,耳鼻喉科
脑脊液鼻漏,五官科
脑脊液鼻漏,耳鼻喉科
颞骨岩部炎,五官科
颞骨岩部炎,耳鼻喉科
疱疹性咽颊炎,五官科
疱疹性咽颊炎,耳鼻喉科
气压创伤性中耳炎,五官科
气压创伤性中耳炎,耳鼻喉科
气管食管瘘,五官科
气管食管瘘,耳鼻喉科
前庭神经炎,五官科
前庭神经炎,耳鼻喉科
潜水性内耳损伤,五官科
潜水性内耳损伤,耳鼻喉科
乳突炎,五官科
乳突炎,耳鼻喉科
耳结核,五官科
耳结核,耳鼻喉科
上颌窦炎,五官科
上颌窦炎,耳鼻喉科
声带小结,五官科
声带小结,耳鼻喉科
渗出性中耳炎,五官科
渗出性中耳炎,耳鼻喉科
舌静脉曲张,五官科
舌静脉曲张,耳鼻喉科
腮腺隙感染,五官科
腮腺隙感染,耳鼻喉科
鳃裂瘘管,五官科
鳃裂瘘管,耳鼻喉科
嗜酸细胞增多...,五官科
嗜酸细胞增多...,耳鼻喉科
声带息肉,五官科
声带息肉,耳鼻喉科
上颌窦后鼻孔息肉,五官科
上颌窦后鼻孔息肉,耳鼻喉科
听神经鞘瘤,五官科
听神经鞘瘤,耳鼻喉科
突发性耳聋,五官科
突发性耳聋,耳鼻喉科
突发性聋,五官科
突发性聋,耳鼻喉科
听力障碍,五官科
听力障碍,耳鼻喉科
Usher综合征,五官科
Usher综合征,耳鼻喉科
外耳道胆脂瘤,五官科
外耳道胆脂瘤,耳鼻喉科
外耳道外生骨疣,五官科
外耳道外生骨疣,耳鼻喉科
外耳道炎,五官科
外耳道炎,耳鼻喉科
外耳道真菌病,五官科
外耳道真菌病,耳鼻喉科
萎缩性鼻炎,五官科
萎缩性鼻炎,耳鼻喉科
外耳道疖肿,五官科
外耳道疖肿,耳鼻喉科
外耳道异物,五官科
外耳道异物,耳鼻喉科
位置性眩晕,五官科
位置性眩晕,耳鼻喉科
萎缩性咽炎,五官科
萎缩性咽炎,耳鼻喉科
伪聋,五官科
伪聋,耳鼻喉科
外耳道肿瘤,五官科
外耳道肿瘤,耳鼻喉科
外耳道耵聍腺肿瘤,五官科
外耳道耵聍腺肿瘤,耳鼻喉科
小儿中耳炎,五官科
小儿中耳炎,耳鼻喉科
小儿鼻炎,五官科
小儿鼻炎,耳鼻喉科
腺样体炎,五官科
腺样体炎,耳鼻喉科
先天性小耳畸形,五官科
先天性小耳畸形,耳鼻喉科
先天性耳前瘘管,五官科
先天性耳前瘘管,耳鼻喉科
先天性小喉,五官科
先天性小喉,耳鼻喉科
先天性鼻咽部...,五官科
先天性鼻咽部...,耳鼻喉科
先天性耳聋,五官科
先天性耳聋,耳鼻喉科
先天性鼻部皮...,五官科
先天性鼻部皮...,耳鼻喉科
小儿变应性鼻炎,五官科
小儿变应性鼻炎,耳鼻喉科
嗅觉障碍,五官科
嗅觉障碍,耳鼻喉科
先天性后鼻孔闭锁,五官科
先天性后鼻孔闭锁,耳鼻喉科
咽异感症,五官科
咽异感症,耳鼻喉科
药物性耳聋,五官科
药物性耳聋,耳鼻喉科
咽部异感症,五官科
咽部异感症,耳鼻喉科
咽部狼疮,五官科
咽部狼疮,耳鼻喉科
咽后脓肿,五官科
咽后脓肿,耳鼻喉科
咽部创伤,五官科
咽部创伤,耳鼻喉科
咽部瘢痕狭窄,五官科
咽部瘢痕狭窄,耳鼻喉科
咽角化症,五官科
咽角化症,耳鼻喉科
咽部狭窄及闭锁,五官科
咽部狭窄及闭锁,耳鼻喉科
咽喉痛,五官科
咽喉痛,耳鼻喉科
咽炎,五官科
咽炎,耳鼻喉科
噪声病,五官科
噪声病,耳鼻喉科
噪声性耳聋,五官科
