prescription_name,herb_name,dosage
四神丸,(,30g)
四神丸,生姜,四两
四神丸,(,120g)
四神丸,红枣,五十枚
金锁固精丸,沙苑蒺藜、,适量
金锁固精丸,芡实蒸、,适量
金锁固精丸,莲须,二两
金锁固精丸,(,60g)
金锁固精丸,龙骨酥、,适量
金锁固精丸,牡蛎盐水煮一日一夜,适量
金锁固精丸,煅粉,适量
金锁固精丸,(,30g)
滚痰丸,大黄,240g
滚痰丸,片黄芩,240g
滚痰丸,礞石(捶碎,适量
滚痰丸,同焰硝,30g
滚痰丸,投入小砂罐内盖之,适量
滚痰丸,铁线缚定,适量
滚痰丸,盐泥固济,适量
滚痰丸,晒干,适量
滚痰丸,火煅红,适量
滚痰丸,候冷取出),30g
滚痰丸,沉香,15g
茯苓丸,茯苓,30g
茯苓丸,枳壳,15g
茯苓丸,半夏,30g
茯苓丸,风化朴硝,3g
定痫丸,明天麻,一两
定痫丸,(,30g)
定痫丸,僵蚕,适量
定痫丸,五钱,适量
定痫丸,(,15g)
定痫丸,川贝母,一两
定痫丸,(,30g)
定痫丸,全蝎,五钱
定痫丸,(,15g)
定痫丸,半夏,一两
定痫丸,(,30g)
定痫丸,茯苓,适量
定痫丸,茯神,一两
定痫丸,(,30g)
定痫丸,陈皮,七钱
定痫丸,(,20g)
定痫丸,远志,七钱
定痫丸,(,20g)
定痫丸,石菖蒲,五钱
定痫丸,(,15g)
定痫丸,胆南星,五钱
定痫丸,(,15g)
定痫丸,丹参,二两
定痫丸,(,60g)
定痫丸,麦冬,二两
定痫丸,(,60g)
定痫丸,琥珀,适量
定痫丸,五钱,适量
定痫丸,(,15g)
定痫丸,辰砂,三钱
定痫丸,(,9g)
苓甘五味姜辛汤,茯苓,12g
苓甘五味姜辛汤,甘草,9g
苓甘五味姜辛汤,干姜,9g
苓甘五味姜辛汤,细辛,5g
苓甘五味姜辛汤,五味子,5g
贝母瓜蒌散,贝母,一钱五分
贝母瓜蒌散,(,5g)
贝母瓜蒌散,瓜蒌,一钱
贝母瓜蒌散,(,3g)
贝母瓜蒌散,茯苓,适量
贝母瓜蒌散,、橘红,适量
贝母瓜蒌散,、花粉,适量
贝母瓜蒌散,桔梗,八分
贝母瓜蒌散,(,2.5g)
清气化痰丸,瓜蒌仁,一两
清气化痰丸,(,30g)
清气化痰丸,枳实,一两
清气化痰丸,(,30g)
清气化痰丸,陈皮,一两
清气化痰丸,(,30g)
清气化痰丸,茯苓,一两
清气化痰丸,(,30g)
清气化痰丸,、黄芩,一两
清气化痰丸,(,30g)
清气化痰丸,胆南星,一两半
清气化痰丸,(,45g)
清气化痰丸,杏仁,一两
清气化痰丸,(,30g)
清气化痰丸,制半夏,一两半
清气化痰丸,(,45g)
小陷胸汤,黄连,6g
小陷胸汤,半夏,12g
小陷胸汤,瓜蒌,20g
半夏白术天麻汤,半夏,一钱五分
半夏白术天麻汤,(,4.5g)
半夏白术天麻汤,天麻,适量
半夏白术天麻汤,茯苓、,适量
半夏白术天麻汤,橘红,适量
半夏白术天麻汤,(,3g)
半夏白术天麻汤,白术,三钱
半夏白术天麻汤,(,9g)
半夏白术天麻汤,甘草,五分
半夏白术天麻汤,(,1.5g)
半夏白术天麻汤,生姜一片,适量
半夏白术天麻汤,大枣,二枚
二陈汤,半夏,15g
二陈汤,橘红,15g
二陈汤,白茯苓,9g
二陈汤,甘草,4.5g
三子养亲汤,紫苏子,适量
三子养亲汤,(,9g)
三子养亲汤,白芥子,适量
三子养亲汤,(,9g)
三子养亲汤,莱菔子,适量
三子养亲汤,(,9g)
温胆汤,去瓤),60g
温胆汤,陈皮,90g
温胆汤,甘草,30g
温胆汤,茯苓,45g
甘麦大枣汤,甘草三两（,9~12g）
甘麦大枣汤,小麦一升（,15~30g）
甘麦大枣汤,大枣五~,十枚
黄芪桂枝五物汤,黄芪,9g
黄芪桂枝五物汤,桂枝,9g
黄芪桂枝五物汤,芍药,9g
黄芪桂枝五物汤,生姜,18g
黄芪桂枝五物汤,大枣,4枚
升陷汤,生黄芪六钱(,18g)、知母三钱(9g)、柴胡一钱五分(5g)、桔梗一钱五分(5g)、升麻一钱(3g)
当归芍药散,当归三两（,9g）、芍药一斤（48g）、茯苓四两（12g）、白术四两（12g）、泽泻半斤（24g）、川芎半斤（一作三两）（10g）
暖肾助火汤,潞参,9g
暖肾助火汤,白术,9g
暖肾助火汤,山药,9g（炒）
暖肾助火汤,巴戟天,15g（去心
暖肾助火汤,盐水）,适量
暖肾助火汤,覆盆子,15g（盐水炒）
暖肾助火汤,桑螵蛸,9g（盐水炒）
暖肾助火汤,附子片,4.5g
暖肾助火汤,上元桂,4.5g（去皮
暖肾助火汤,研）,适量
暖肾助火汤,芡实,9g（炒）
暖肾助火汤,肉苁蓉,3g（洗净）
五萎汤,人参,3g
五萎汤,白术,3g
五萎汤,茯苓,3g
五萎汤,甘草,1.2g
五萎汤,当归,4.5g
五萎汤,苡仁,9g
五萎汤,麦冬,6g
五萎汤,黄柏,1.5g
五萎汤,知母,1.5g
癫狂梦醒汤,桃仁,24g
癫狂梦醒汤,甘草,15g
癫狂梦醒汤,紫苏子,12g
癫狂梦醒汤,柴胡,9g
癫狂梦醒汤,木通,9g
癫狂梦醒汤,赤芍,9g
癫狂梦醒汤,大腹皮,9g
癫狂梦醒汤,陈皮,9g
癫狂梦醒汤,桑白皮,9g
癫狂梦醒汤,香附,6g
癫狂梦醒汤,半夏,6g
癫狂梦醒汤,青皮,6g
薯蓣丸,薯蓣三十分(,30克)
薯蓣丸,当归,10克)
薯蓣丸,桂枝,10克)
薯蓣丸,神曲,10克)
薯蓣丸,干地黄,10克)
薯蓣丸,大豆黄卷各十分(,10克)
薯蓣丸,甘草二十八分(,28克)
薯蓣丸,人参,7克)
薯蓣丸,阿胶各七分,7克)
薯蓣丸,川芎,6克)
薯蓣丸,白芍,6克)
薯蓣丸,白术,6克)
薯蓣丸,麦门冬,6克)
薯蓣丸,防风,6克)
薯蓣丸,杏仁各六分(,6克)
薯蓣丸,柴胡,五分(5克)
薯蓣丸,桔梗,五分(5克)
薯蓣丸,茯苓,五分(5克)
薯蓣丸,干姜三分(,3克)
薯蓣丸,白蔹二分(,2克)
薯蓣丸,大枣一百枚(,100个)薯蓣三十分(30克)
薯蓣丸,当归,10克)
薯蓣丸,桂枝,10克)
薯蓣丸,神曲,10克)
薯蓣丸,干地黄,10克)
薯蓣丸,大豆黄卷各十分(,10克)
薯蓣丸,甘草二十八分(,28克)
薯蓣丸,人参,7克)
薯蓣丸,阿胶各七分,7克)
薯蓣丸,川芎,6克)
薯蓣丸,白芍,6克)
薯蓣丸,白术,6克)
薯蓣丸,麦门冬,6克)
薯蓣丸,防风,6克)
薯蓣丸,杏仁各六分(,6克)
薯蓣丸,柴胡,五分(5克)
薯蓣丸,桔梗,五分(5克)
薯蓣丸,茯苓,五分(5克)
薯蓣丸,干姜三分(,3克)
薯蓣丸,白蔹二分(,2克)
薯蓣丸,大枣一百枚(,100个)
升阳益胃汤,黄芪（,30g）
升阳益胃汤,半夏（,15g）
升阳益胃汤,人参（,15g）
升阳益胃汤,甘草（,15g）
升阳益胃汤,独活（,9g）
升阳益胃汤,防风（,9g）
升阳益胃汤,白芍药（,9g）
升阳益胃汤,羌活（,9g）
升阳益胃汤,橘皮（,6g）
升阳益胃汤,茯苓（,5g）
升阳益胃汤,柴胡（,5g）
升阳益胃汤,泽泻（,5g）
升阳益胃汤,白术（,5g）
升阳益胃汤,黄连（,1.5g）.
麻杏石甘汤,麻黄,9~12g（4两）、杏仁9g（50个去皮尖）、甘草6g（2两炙）、石膏24g
定经汤,菟丝子,30克
定经汤,白芍,30克
定经汤,当归,30克（酒洗）大熟地15克（九蒸）山药15克
定经汤,白茯苓,9克
定经汤,芥穗,6克（炒黑）柴胡15克
温经摄血汤,大熟地,30克(九蒸)
温经摄血汤,白芍,30克(酒炒)
温经摄血汤,川芎,15克(酒洗)
温经摄血汤,白术,15克(土炒)
温经摄血汤,柴胡,1.5克
温经摄血汤,五味子,0.9克
温经摄血汤,肉桂,1.5克(去粗研)
温经摄血汤,续断,3克
黄连阿胶汤,黄连四两(,12克)、黄芩二两(6克)、芍药二两(6克)、鸡子黄二枚、阿胶三两(9克)
黄连阿胶汤,黄连,9克
黄连阿胶汤,阿胶,9克
黄连阿胶汤,黄芩,6克
黄连阿胶汤,生地,12克
黄连阿胶汤,生白芍,15克
黄连阿胶汤,甘草,4.5克
桂枝加龙骨牡蛎汤,桂枝,9克
桂枝加龙骨牡蛎汤,芍药,9克
桂枝加龙骨牡蛎汤,生姜,9克
桂枝加龙骨牡蛎汤,甘草,6克
桂枝加龙骨牡蛎汤,大枣,12枚（3~5枚）
桂枝加龙骨牡蛎汤,龙骨,适量
桂枝加龙骨牡蛎汤,牡蛎,9克
骨痹汤,杭白芍,30-60克
骨痹汤,生甘草,10克
骨痹汤,木瓜,10克
骨痹汤,威灵仙,15克
白术附子汤（桂枝附子去桂加白术汤）,附子(,9克)、白术(12克)、生姜(9克)、炙甘草(6克)、大枣(12枚)
桂枝附子汤,桂枝四两（,12g）
桂枝附子汤,附子(炮,适量
桂枝附子汤,)三枚（,15g）
桂枝附子汤,生姜三两（,9g）
桂枝附子汤,大枣十二枚、甘草二两（,6g）
甘草附子汤,甘草,6克
甘草附子汤,附子,12克（炮
甘草附子汤,破）,适量
甘草附子汤,白术,6克
甘草附子汤,桂枝,12克（去皮）
